Name,URL,Image,Capacity (W),Capacity (VA),Price
CyberPower PR3000LCDRTXL2UTAA,https://pcpartpicker.com/product/zJVBD3/cyberpower-ups-pr3000lcdrtxl2utaa,https://cdna.pcpartpicker.com/static/forever/images/product/769c49a27197b63ec1ea4d2713a357dd.256p.jpg,2400 W,3000 VA,
CyberPower PR500LCDRT1U,https://pcpartpicker.com/product/sD8H99/cyberpower-ups-pr500lcdrt1u,https://cdna.pcpartpicker.com/static/forever/images/product/fdde177a523a3ba9893c58cb2c1c3a08.256p.jpg,400 W,500 VA,506.95
CyberPower PR6000LCDRTXL5U,https://pcpartpicker.com/product/yYrcCJ/cyberpower-ups-pr6000lcdrtxl5u,/static/forever/img/no-image.png,4500 W,6000 VA,
CyberPower PR750LCD,https://pcpartpicker.com/product/dZ8H99/cyberpower-ups-pr750lcd,https://cdna.pcpartpicker.com/static/forever/images/product/b122c3092fe0527d99ff97996c1b20f1.256p.jpg,525 W,750 VA,
CyberPower PR750LCDRM1U,https://pcpartpicker.com/product/vXH48d/cyberpower-ups-pr750lcdrm1u,https://cdna.pcpartpicker.com/static/forever/images/product/2c8b8627d27534869ccde514d2607e34.256p.jpg,560 W,750 VA,
CyberPower PR750LCDRT1U,https://pcpartpicker.com/product/PZ8H99/cyberpower-ups-pr750lcdrt1u,https://cdna.pcpartpicker.com/static/forever/images/product/7a95087a2cba0a7ed27bbd96447c44d0.256p.jpg,600 W,700 VA,634.51
CyberPower PR750LCDRTXL2U,https://pcpartpicker.com/product/JccMnQ/cyberpower-ups-pr750lcdrtxl2u,https://m.media-amazon.com/images/I/312cg0zP8gL.jpg,675 W,750 VA,
CyberPower PR750LCDTAA,https://pcpartpicker.com/product/TGfmP6/cyberpower-ups-pr750lcdtaa,https://m.media-amazon.com/images/I/411iJTwufQL.jpg,525 W,750 VA,
CyberPower SE425G,https://pcpartpicker.com/product/MsJkcf/cyberpower-ups-se425g,https://m.media-amazon.com/images/I/41LqO47LS4L.jpg,255 W,425 VA,
CyberPower CS50U48V,https://pcpartpicker.com/product/VVYWGX/cyberpower-ups-cs50u48v,https://cdna.pcpartpicker.com/static/forever/images/product/a2199df587d0d55a9ab6498233d8207d.256p.jpg,50 W,,
Tripp Lite SMART500RT1U,https://pcpartpicker.com/product/DbjWGX/tripp-lite-ups-smart500rt1u,https://cdna.pcpartpicker.com/static/forever/images/product/ce669d89fd3c0d4b14cf67049008a3e8.256p.jpg,300 W,500 VA,219.97
Belkin F6C500-UNV,https://pcpartpicker.com/product/47hj4D/belkin-ups-f6c500unv,/static/forever/img/no-image.png,275 W,500 VA,
Fellowes 99066,https://pcpartpicker.com/product/4HNypg/fellowes-ups-99066,https://cdna.pcpartpicker.com/static/forever/images/product/64cc9057a2fc3e14839d85a50f34b88c.256p.jpg,,500 VA,
Fellowes 99067,https://pcpartpicker.com/product/fXH48d/fellowes-ups-99067,https://cdna.pcpartpicker.com/static/forever/images/product/2f5085eabe0d9d7190195f694a9a073c.256p.jpg,,600 VA,
Fujitsu S26113-E400-L1,https://pcpartpicker.com/product/L8KhP6/fujitsu-ups-s26113e400l1,/static/forever/img/no-image.png,980 W,1500 VA,
HP AF446A,https://pcpartpicker.com/product/Y3FXsY/hp-ups-af446a,https://m.media-amazon.com/images/I/31c1mj2HeAL.jpg,500 W,750 VA,
HP AF447A,https://pcpartpicker.com/product/fqkwrH/hp-ups-af447a,https://cdna.pcpartpicker.com/static/forever/images/product/fb481a0846eb1736909c55c4718ed952.256p.jpg,500 W,750 VA,
HP AF448A,https://pcpartpicker.com/product/rZ8H99/hp-ups-af448a,/static/forever/img/no-image.png,670 W,1000 VA,
HP AF449A,https://pcpartpicker.com/product/2XH48d/hp-ups-af449a,/static/forever/img/no-image.png,670 W,1000 VA,
HP AF450A,https://pcpartpicker.com/product/6CyxFT/hp-ups-af450a,https://images-na.ssl-images-amazon.com/images/I/41WeOgC8-kL.jpg,950 W,1400 VA,
HP AF460A,https://pcpartpicker.com/product/4xYWGX/hp-ups-af460a,https://cdna.pcpartpicker.com/static/forever/images/product/d1625e9424df4d6f3b6c8fb0be291ce5.256p.jpg,4500 W,5000 VA,
HP AF463A,https://pcpartpicker.com/product/8f8H99/hp-ups-af463a,https://m.media-amazon.com/images/I/41cv0mr5gLL.jpg,6300 W,6300 VA,
HP AF466A,https://pcpartpicker.com/product/hhqbt6/hp-ups-af466a,https://m.media-amazon.com/images/I/31sHLYt-cNL.jpg,2700 W,2880 VA,
HP AF467A,https://pcpartpicker.com/product/HPs8TW/hp-ups-af467a,https://m.media-amazon.com/images/I/31sHLYt-cNL.jpg,3000 W,3300 VA,
HP AF468A,https://pcpartpicker.com/product/p7hj4D/hp-ups-af468a,https://cdna.pcpartpicker.com/static/forever/images/product/6b545bd251c7d93ffdb2a95ee0720e1b.256p.jpg,3000 W,3300 VA,
HP AF469A,https://pcpartpicker.com/product/qCyxFT/hp-ups-af469a,https://m.media-amazon.com/images/I/31BkmKcojoL.jpg,1000 W,1500 VA,
HP AF471A,https://pcpartpicker.com/product/KzM323/hp-ups-af471a,https://cdna.pcpartpicker.com/static/forever/images/product/f62c9c6d440a4cc1843a5381badd1971.256p.jpg,1000 W,1500 VA,
IBM 2130R6X,https://pcpartpicker.com/product/MjcMnQ/ibm-ups-2130r6x,https://cdna.pcpartpicker.com/static/forever/images/product/6d2df8d5e0a9d40fbe4f108f93d8b302.256p.jpg,1050 W,1500 VA,
IBM 53951KX,https://pcpartpicker.com/product/dBPzK8/ibm-ups-53951kx,https://cdna.pcpartpicker.com/static/forever/images/product/710ca1a7b964c4ec5b5389ba4790dc6f.256p.jpg,1000 W,1500 VA,
IBM 53952KX,https://pcpartpicker.com/product/Jhqbt6/ibm-ups-53952kx,https://cdna.pcpartpicker.com/static/forever/images/product/c38ba991e14b3de1b17cbcc7b25ff586.256p.jpg,1920 W,2200 VA,
IBM 53953KX,https://pcpartpicker.com/product/vPs8TW/ibm-ups-53953kx,https://m.media-amazon.com/images/I/41X4EqVOfQL.jpg,2700 W,3000 VA,
Lenovo 33L3478,https://pcpartpicker.com/product/86X2FT/lenovo-ups-33l3478,https://cdna.pcpartpicker.com/static/forever/images/product/aba47cffcd2dcbbe8186f39d4ae0a32a.256p.jpg,,675 VA,
APC SU3000RMTX136,https://pcpartpicker.com/product/X7hj4D/apc-ups-su3000rmtx136,https://cdna.pcpartpicker.com/static/forever/images/product/724931f5fded145a40cd1637262fe539.256p.jpg,2250 W,3000 VA,
APC BX600CI-IN,https://pcpartpicker.com/product/RVcMnQ/apc-ups-bx600ciin,/static/forever/img/no-image.png,360 W,600 VA,
CyberPower BU800E-UK,https://pcpartpicker.com/product/zJM323/cyberpower-ups-bu800euk,/static/forever/img/no-image.png,400 W,800 VA,
APC BN650M1,https://pcpartpicker.com/product/n2yV3C/apc-bn650m1-ups-bn650m1,https://cdna.pcpartpicker.com/static/forever/images/product/0af230d7bc118fc7259797310a7cfa59.256p.jpg,360 W,650 VA,
APC BN1100M2,https://pcpartpicker.com/product/YkTzK8/apc-bn1100m2-ups-bn1100m2,https://cdna.pcpartpicker.com/static/forever/images/product/8869b2789bfb664543272d973222f48f.256p.jpg,600 W,1100 VA,
APC BE670M1,https://pcpartpicker.com/product/yh3gXL/apc-be670m1-ups-be670m1,https://cdna.pcpartpicker.com/static/forever/images/product/c2971557a15967f8d4e5f0c7b06c34f7.256p.jpg,360 W,675 VA,
APC Back-UPS 1350,https://pcpartpicker.com/product/Xs92FT/apc-back-ups-1350-ups-bx1350m,https://m.media-amazon.com/images/I/31PM7G+JiiL.jpg,810 W,1350 VA,204.99
APC Back-UPS Pro 1375VA,https://pcpartpicker.com/product/ttPQzy/apc-back-ups-pro-1375va-ups-bn1375m2,https://cdna.pcpartpicker.com/static/forever/images/product/71d1cb028a77e47bcaf83164c016418a.256p.jpg,810 W,1375 VA,
CyberPower XC625,https://pcpartpicker.com/product/47NYcf/cyberpower-xc625-ups-xc625,/static/forever/img/no-image.png,375 W,625 VA,
CyberPower CST150UC-FC,https://pcpartpicker.com/product/tkfV3C/cyberpower-cst150uc-fc-ups-cst150uc-fc,/static/forever/img/no-image.png,900 W,1500 VA,
VERTIV Liebert PSA5,https://pcpartpicker.com/product/zWKnTW/vertiv-liebert-psa5-ups-psa5-1000mt120,https://cdna.pcpartpicker.com/static/forever/images/product/479671d3f3486443092bd576119f1aa7.256p.jpg,600 W,1000 VA,
VERTIV Liebert PSA5,https://pcpartpicker.com/product/TNBFf7/vertiv-liebert-psa5-ups-psa5-500mt120,https://cdna.pcpartpicker.com/static/forever/images/product/bdb32c4a6852507328a2c08bc2df9dcf.256p.jpg,300 W,500 VA,
VERTIV Liebert PST5,https://pcpartpicker.com/product/ZrwD4D/vertiv-liebert-pst5-ups-pst5-850mt120,https://cdna.pcpartpicker.com/static/forever/images/product/2d729adf6697f16888c1253f3c671274.256p.jpg,500 W,850 VA,
VERTIV Liebert PSl5,https://pcpartpicker.com/product/GHnXsY/vertiv-liebert-psl5-ups-psi5-750mt120,https://cdna.pcpartpicker.com/static/forever/images/product/c12881ae3386a8efdaee46ed69ce98c7.256p.jpg,675 W,750 VA,403.20
