Name,Manufacturer,Part #,Type,Color,Power Supply,Side Panel,Power Supply Shroud,Front Panel USB,Motherboard Form Factor,Maximum Video Card Length,Drive Bays,Expansion Slots,Fan Support,Included Fans,Radiator Support,Dimensions,Volume,Model
Thermaltake Urban S41,Thermaltake ,VP600M1N2N ,ATX Mid Tower ,Black ,None ,None ,No , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 435 mm</li> 17.126""</li> "," 4 x External 5.25""</li> 5 x Internal 3.5""</li> ",7 x Full-Height , 120 mm</li> 200 mm</li> ,, 120 mm</li> 240 mm</li> ," 515 mm x 220 mm x 520 mm</li> 20.276"" x 8.661"" x 20.472""</li> ", 58.916 L</li> 2.081 ft³</li> ,
Thermaltake Urban S31,Thermaltake ,VP700M1N2N ,ATX Mid Tower ,Black ,None ,None ,No , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 410 mm</li> 16.142""</li> "," 3 x External 5.25""</li> 1 x External 3.5""</li> 6 x Internal 3.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> ," 500 mm x 205 mm x 520 mm</li> 19.685"" x 8.071"" x 20.472""</li> ", 53.3 L</li> 1.882 ft³</li> ,
Thermaltake Urban S31 Window,Thermaltake ,VP700M1W2N ,ATX Mid Tower ,Black ,None ,Acrylic ,No , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 410 mm</li> 16.142""</li> "," 3 x External 5.25""</li> 1 x External 3.5""</li> 6 x Internal 3.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> ," 520 mm x 206 mm x 500 mm</li> 20.472"" x 8.11"" x 19.685""</li> ", 53.56 L</li> 1.891 ft³</li> ,
Thermaltake Urban S31 Window,Thermaltake ,VP700M6W2N ,ATX Mid Tower ,White ,None ,Acrylic ,No , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 410 mm</li> 16.142""</li> "," 3 x External 5.25""</li> 1 x External 3.5""</li> 6 x Internal 3.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> ," 520 mm x 206 mm x 500 mm</li> 20.472"" x 8.11"" x 19.685""</li> ", 53.56 L</li> 1.891 ft³</li> ,
Thermaltake Urban S21,Thermaltake ,VP800A1W2N ,ATX Mid Tower ,Black ,None ,Acrylic ,No ,USB 3.2 Gen 1 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ," 320 mm</li> 12.598""</li> "," 3 x External 5.25""</li> 1 x External 3.5""</li> 5 x Internal 3.5""</li> ",7 x Full-Height ,120 mm ,,120 mm ," 436 mm x 185 mm x 497 mm</li> 17.165"" x 7.283"" x 19.567""</li> ", 40.088 L</li> 1.416 ft³</li> ,
Xigmatek CCC-AD38BT-U03,Xigmatek ,CCC-AD38BT-U03 ,ATX Mid Tower ,Black ,None ,None ,No ,USB 3.2 Gen 1 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ," 330 mm</li> 12.992""</li> "," 3 x External 5.25""</li> 8 x Internal 3.5""</li> 1 x Internal 2.5""</li> ",7 x Full-Height , 80 mm</li> 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> ," 505 mm x 445 mm x 194 mm</li> 19.882"" x 17.52"" x 7.638""</li> ", 43.597 L</li> 1.54 ft³</li> ,
Xigmatek CCC-AD38BX-U03,Xigmatek ,CCC-AD38BX-U03 ,ATX Mid Tower ,Black / Silver ,None ,None ,No ,USB 3.2 Gen 1 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ," 330 mm</li> 12.992""</li> "," 3 x External 5.25""</li> 8 x Internal 3.5""</li> 1 x Internal 2.5""</li> ",7 x Full-Height , 80 mm</li> 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> ," 505 mm x 445 mm x 194 mm</li> 19.882"" x 17.52"" x 7.638""</li> ", 43.597 L</li> 1.54 ft³</li> ,
Enermax ECA3253,Enermax ,ECA3253-B ,ATX Mid Tower ,Black ,None ,Acrylic ,No , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 413 mm</li> 16.26""</li> "," 4 x External 5.25""</li> 1 x External 3.5""</li> 5 x Internal 3.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> ," 480 mm x 199 mm x 459 mm</li> 18.898"" x 7.835"" x 18.071""</li> ", 43.844 L</li> 1.548 ft³</li> ,
Enermax ECA3253,Enermax ,ECA3253-BL ,ATX Mid Tower ,Black / Blue ,None ,Acrylic ,No , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 413 mm</li> 16.26""</li> "," 4 x External 5.25""</li> 1 x External 3.5""</li> 5 x Internal 3.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> ," 480 mm x 199 mm x 459 mm</li> 18.898"" x 7.835"" x 18.071""</li> ", 43.844 L</li> 1.548 ft³</li> ,
Enermax ECA3253,Enermax ,ECA3253-BW ,ATX Mid Tower ,Black / White ,None ,Acrylic ,No , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 413 mm</li> 16.26""</li> "," 4 x External 5.25""</li> 1 x External 3.5""</li> 5 x Internal 3.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> ," 480 mm x 199 mm x 459 mm</li> 18.898"" x 7.835"" x 18.071""</li> ", 43.844 L</li> 1.548 ft³</li> ,
Enermax ECA3280A,Enermax ,ECA3280A-BR ,ATX Mid Tower ,Black / Red ,None ,Acrylic ,No , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 412 mm</li> 16.22""</li> "," 3 x External 5.25""</li> 8 x Internal 3.5""</li> 1 x Internal 2.5""</li> ",8 x Full-Height , 120 mm</li> 140 mm</li> 200 mm</li> 230 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> ," 484 mm x 243 mm x 495 mm</li> 19.055"" x 9.567"" x 19.488""</li> ", 58.218 L</li> 2.056 ft³</li> ,
Lian Li PC-Q27,Lian Li ,PC-Q27A ,Mini ITX Tower ,Silver ,None ,None ,No ,USB 3.2 Gen 1 Type-A ,Mini ITX ," 195 mm</li> 7.677""</li> "," 1 x External 5.25""</li> 3 x Internal 3.5""</li> 2 x Internal 2.5""</li> ",1 x Full-Height ,,,," 199 mm x 299 mm x 240 mm</li> 7.835"" x 11.772"" x 9.449""</li> ", 14.28 L</li> 0.504 ft³</li> ,
Lian Li PC-Q27,Lian Li ,PC-Q27B ,Mini ITX Tower ,Black ,None ,None ,No ,USB 3.2 Gen 1 Type-A ,Mini ITX ," 195 mm</li> 7.677""</li> "," 1 x External 5.25""</li> 3 x Internal 3.5""</li> 2 x Internal 2.5""</li> ",1 x Full-Height ,,,," 199 mm x 299 mm x 240 mm</li> 7.835"" x 11.772"" x 9.449""</li> ", 14.28 L</li> 0.504 ft³</li> ,
Lian Li PC-Q28,Lian Li ,PC-Q28B ,Mini ITX Tower ,Black ,None ,None ,No ,USB 3.2 Gen 1 Type-A , Mini DTX</li> Mini ITX</li> ," 290 mm</li> 11.417""</li> "," 1 x External 5.25""</li> 4 x Internal 3.5""</li> 2 x Internal 2.5""</li> ",2 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> ," 227 mm x 305 mm x 344 mm</li> 8.937"" x 12.008"" x 13.543""</li> ", 23.817 L</li> 0.841 ft³</li> ,
Lian Li PC-C37B USB3.0,Lian Li ,PC-C37B USB3.0 ,HTPC ,Black ,None ,None ,No ,USB 3.2 Gen 1 Type-A , Micro ATX</li> Mini ITX</li> ," 210 mm</li> 8.268""</li> "," 1 x External 5.25""</li> 2 x Internal 3.5""</li> ",4 x Half-Height ,,,," 93 mm x 434 mm x 378 mm</li> 3.661"" x 17.087"" x 14.882""</li> ", 15.257 L</li> 0.539 ft³</li> ,
Lian Li PC-K7B USB3.0,Lian Li ,PC-K7B USB3.0 ,ATX Mid Tower ,Black ,None ,None ,No ,USB 3.2 Gen 1 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ,," 3 x External 5.25""</li> 1 x External 3.5""</li> 5 x Internal 3.5""</li> ",7 x Full-Height ,120 mm ,,120 mm ," 488 mm x 210 mm x 459 mm</li> 19.213"" x 8.268"" x 18.071""</li> ", 47.038 L</li> 1.661 ft³</li> ,
Lian Li PC-TU100,Lian Li ,PC-TU100A ,Mini ITX Tower ,Silver ,None ,None ,No ,USB 3.2 Gen 1 Type-A , Mini DTX</li> Mini ITX</li> ," 193 mm</li> 7.598""</li> "," 1 x External 5.25"" Slim</li> 4 x Internal 2.5""</li> ",2 x Full-Height ,120 mm ,,120 mm ," 160 mm x 274 mm x 241 mm</li> 6.299"" x 10.787"" x 9.488""</li> ", 10.565 L</li> 0.373 ft³</li> ,
Gigabyte GZ-G1SGS,Gigabyte ,GZ-G1SGS ,ATX Mid Tower ,Black ,None ,None ,No , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ,," 1 x External 5.25""</li> 1 x External 3.5""</li> 6 x Internal 3.5""</li> ",7 x Full-Height , 80 mm</li> 120 mm</li> ,,," 184 mm x 420 mm x 438 mm</li> 7.244"" x 16.535"" x 17.244""</li> ", 33.849 L</li> 1.195 ft³</li> ,
Gigabyte GZ-X5,Gigabyte ,GZ-X5 ,ATX Mid Tower ,Black ,None ,None ,No ,USB 2.0 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ,," 4 x External 5.25""</li> 2 x External 3.5""</li> 5 x Internal 3.5""</li> ",7 x Full-Height ,120 mm ,,," 184 mm x 409 mm x 480 mm</li> 7.244"" x 16.102"" x 18.898""</li> ", 36.123 L</li> 1.276 ft³</li> ,
Gigabyte GZ-X7,Gigabyte ,GZ-X7 ,ATX Mid Tower ,Black ,None ,None ,No ,USB 2.0 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ,," 4 x External 5.25""</li> 1 x External 3.5""</li> 6 x Internal 3.5""</li> ",7 x Full-Height ,120 mm ,,," 184 mm x 409 mm x 486 mm</li> 7.244"" x 16.102"" x 19.134""</li> ", 36.574 L</li> 1.292 ft³</li> ,
Gigabyte GZ-ZA1,Gigabyte ,GZ-ZA1 ,ATX Mid Tower ,Black ,None ,None ,No ,USB 2.0 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ,," 4 x External 5.25""</li> 1 x External 3.5""</li> 5 x Internal 3.5""</li> ",7 x Full-Height ,,,," 184 mm x 411 mm x 409 mm</li> 7.244"" x 16.181"" x 16.102""</li> ", 30.93 L</li> 1.092 ft³</li> ,
Gigabyte GZ-ZA2,Gigabyte ,GZ-ZA2 ,ATX Mid Tower ,Black ,None ,None ,No ,USB 2.0 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ,," 4 x External 5.25""</li> 1 x External 3.5""</li> 5 x Internal 3.5""</li> ",7 x Full-Height ,120 mm ,,," 184 mm x 411 mm x 409 mm</li> 7.244"" x 16.181"" x 16.102""</li> ", 30.93 L</li> 1.092 ft³</li> ,
Apevia X-DMR4,Apevia ,X-DMR4-NW-BK ,ATX Mid Tower ,Black ,None ,Acrylic ,No , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 406 mm</li> 15.984""</li> "," 4 x External 5.25""</li> 4 x Internal 3.5""</li> 1 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> 200 mm</li> ,, 120 mm</li> 140 mm</li> ," 495 mm x 196 mm x 444 mm</li> 19.488"" x 7.717"" x 17.48""</li> ", 43.077 L</li> 1.521 ft³</li> ,
Cougar Solution C400SL,Cougar ,SolutionC400SL ,ATX Mid Tower ,Black ,400 W ,None ,No , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 320 mm</li> 12.598""</li> "," 3 x External 5.25""</li> 1 x External 3.5""</li> 6 x Internal 3.5""</li> 1 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> ,,,
Rosewill THRONE,Rosewill ,THRONE ,ATX Full Tower ,Black ,None ,None ,No , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> EATX</li> Micro ATX</li> Mini ITX</li> XL ATX</li> ,," 2 x External 5.25""</li> 1 x External 3.5""</li> 10 x Internal 3.5""</li> ",10 x Full-Height , 120 mm</li> 140 mm</li> 230 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> ," 232 mm x 580 mm x 556 mm</li> 9.134"" x 22.835"" x 21.89""</li> ", 74.815 L</li> 2.642 ft³</li> ,
Azza Silentium 920B,Azza ,CSAZ-920B ,ATX Mid Tower ,Black ,None ,None ,No , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ,," 4 x External 5.25""</li> 1 x External 3.5""</li> 5 x Internal 3.5""</li> ",7 x Full-Height ,120 mm ,,,,,
Cooler Master RC-912-KKN4,Cooler Master ,RC-912-KKN4 ,ATX Mid Tower ,Black ,None ,None ,No ,USB 3.2 Gen 1 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ," 390 mm</li> 15.354""</li> "," 4 x External 5.25""</li> 6 x Internal 3.5""</li> 2 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> 200 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> ," 495 mm x 231 mm x 480 mm</li> 19.488"" x 9.094"" x 18.898""</li> ", 54.886 L</li> 1.938 ft³</li> ,
In Win BP655.300TB3L,In Win ,BP655.300TB3L ,Mini ITX Tower ,Black ,200 W ,None ,No ,USB 3.2 Gen 1 Type-A ,Mini ITX ,,"1 x External 5.25"" ",1 x Half-Height ,80 mm ,,," 264 mm x 99 mm x 309 mm</li> 10.394"" x 3.898"" x 12.165""</li> ", 8.076 L</li> 0.285 ft³</li> ,
In Win C653T.CQ350TB3L,In Win ,C653T.CQ350TB3L ,ATX Mid Tower ,Black ,None ,None ,No ,USB 3.2 Gen 1 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ,," 3 x External 5.25""</li> 2 x External 3.5""</li> 3 x Internal 3.5""</li> ",7 x Full-Height ,,,," 424 mm x 190 mm x 434 mm</li> 16.693"" x 7.48"" x 17.087""</li> ", 34.963 L</li> 1.235 ft³</li> ,
In Win H-Frame,In Win ,H-FRAME ,ATX Mid Tower ,Blue / Silver ,None ,None ,No , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 350 mm</li> 13.78""</li> "," 1 x External 5.25""</li> 3 x Internal 3.5""</li> 1 x Internal 2.5""</li> ",7 x Full-Height ,,,," 523 mm x 220 mm x 546 mm</li> 20.591"" x 8.661"" x 21.496""</li> ", 62.823 L</li> 2.219 ft³</li> ,
In Win IW-Z611T.CQ350TSL,In Win ,IW-Z611T.CQ350TSL ,MicroATX Mini Tower ,Black / Silver ,350 W ,None ,No ,USB 2.0 Type-A , Micro ATX</li> Mini ITX</li> ,," 2 x External 5.25""</li> 2 x External 3.5""</li> 1 x Internal 3.5""</li> ",4 x Full-Height ,,,," 370 mm x 180 mm x 363 mm</li> 14.567"" x 7.087"" x 14.291""</li> ", 24.176 L</li> 0.854 ft³</li> ,
In Win Z653T.CQ350TB3L,In Win ,Z653T.CQ350TB3L ,MicroATX Mini Tower ,Black ,None ,None ,No ,USB 3.2 Gen 1 Type-A , Micro ATX</li> Mini ITX</li> ,," 2 x External 5.25""</li> 2 x External 3.5""</li> 1 x Internal 3.5""</li> ",4 x Full-Height ,,,," 363 mm x 180 mm x 370 mm</li> 14.291"" x 7.087"" x 14.567""</li> ", 24.176 L</li> 0.854 ft³</li> ,
Silverstone GD01B-R-USB3.0,Silverstone , GD01B-R-USB3.0 | SST-GD01B-R-USB3.0 | ,HTPC ,Black ,None ,None ,No ,USB 3.2 Gen 1 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ," 248 mm</li> 9.764""</li> "," 2 x External 5.25""</li> 1 x External 3.5""</li> 6 x Internal 3.5""</li> ",7 x Full-Height ,80 mm ,,,,,
Silverstone LC16BM-USB3.0,Silverstone , LC16BM-USB3.0 | SST-LC16BM-USB3.0 | ,HTPC ,Black ,None ,None ,No ,USB 3.2 Gen 1 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ," 234 mm</li> 9.213""</li> "," 1 x External 5.25""</li> 1 x External 3.5""</li> 6 x Internal 3.5""</li> ",7 x Full-Height ,80 mm ,,,,,
Silverstone RL02B-W-USB 3.0,Silverstone ,RL02B-W-USB 3.0 ,ATX Mid Tower ,Black ,None ,Acrylic ,No ,USB 3.2 Gen 1 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ," 279 mm</li> 10.984""</li> "," 3 x External 5.25""</li> 7 x Internal 3.5""</li> 1 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> ," 189 mm x 442 mm x 484 mm</li> 7.441"" x 17.402"" x 19.055""</li> ", 40.432 L</li> 1.428 ft³</li> ,
Silverstone RL04W,Silverstone , RL04W | SST-RL04W | ,ATX Mid Tower ,White ,None ,Acrylic ,No ,USB 3.2 Gen 1 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ," 292 mm</li> 11.496""</li> "," 4 x External 5.25""</li> 5 x Internal 3.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> ,,,
Silverstone SG06BB-LITE,Silverstone , SG06BB-LITE | SST-SG06BB-LITE | ,Mini ITX Desktop ,Black ,None ,Acrylic ,No ,USB 3.2 Gen 1 Type-A ,Mini ITX ," 254 mm</li> 10""</li> "," 1 x External 5.25"" Slim</li> 1 x Internal 3.5""</li> 1 x Internal 2.5""</li> ",2 x Full-Height ,120 mm ,,120 mm ,,,
Xion XON-710P,Xion ,XON-710P_WT ,MicroATX Slim ,White ,300 W ,None ,No ,USB 2.0 Type-A , Micro ATX</li> Mini ITX</li> ,," 1 x External 5.25""</li> 1 x Internal 3.5""</li> ",4 x Half-Height ,80 mm ,,," 356 mm x 94 mm x 284 mm</li> 14.016"" x 3.701"" x 11.181""</li> ", 9.504 L</li> 0.336 ft³</li> ,
Xion XON-720P,Xion ,XON-720P_WT ,MicroATX Slim ,White ,300 W ,None ,No , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , Micro ATX</li> Mini ITX</li> ,," 1 x External 5.25""</li> 1 x Internal 3.5""</li> ",4 x Half-Height ,80 mm ,,," 284 mm x 96 mm x 381 mm</li> 11.181"" x 3.78"" x 15""</li> ", 10.388 L</li> 0.367 ft³</li> ,
Xion XON-791B,Xion ,XON-791B ,ATX Mid Tower ,Black ,None ,None ,No ,USB 2.0 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ,," 8 x External 5.25""</li> 1 x External 3.5""</li> 3 x Internal 3.5""</li> ",7 x Full-Height ,120 mm ,,,,,
Zalman MS800,Zalman ,MS800 ,ATX Mid Tower ,Black ,None ,None ,No , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 300 mm</li> 11.811""</li> "," 6 x External 5.25""</li> 3 x Internal 3.5""</li> ",7 x Full-Height ,120 mm ,,120 mm ," 207 mm x 532 mm x 541 mm</li> 8.15"" x 20.945"" x 21.299""</li> ", 59.577 L</li> 2.104 ft³</li> ,
Zalman Z12,Zalman ,Z12 ,ATX Mid Tower ,Black ,None ,None ,No , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 290 mm</li> 11.417""</li> "," 4 x External 5.25""</li> 5 x Internal 3.5""</li> 1 x Internal 2.5""</li> ",7 x Full-Height ,120 mm ,,120 mm ," 213 mm x 469 mm x 477 mm</li> 8.386"" x 18.465"" x 18.78""</li> ", 47.651 L</li> 1.683 ft³</li> ,
Apevia 837344000652,Apevia ,837344000652 ,ATX Mid Tower ,Silver ,350 W ,Acrylic ,No ,USB 2.0 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ,," 4 x External 5.25""</li> 2 x External 3.5""</li> 4 x Internal 3.5""</li> ",7 x Full-Height ,80 mm ,,," 474 mm x 196 mm x 425 mm</li> 18.661"" x 7.717"" x 16.732""</li> ", 39.484 L</li> 1.394 ft³</li> ,
Apevia ATXB8KLW-SS,Apevia ,ATXB8KLW-SS ,ATX Mid Tower ,Silver ,None ,Acrylic ,No ,USB 2.0 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ,," 4 x External 5.25""</li> 2 x External 3.5""</li> 4 x Internal 3.5""</li> ",7 x Full-Height ,80 mm ,,," 482 mm x 196 mm x 427 mm</li> 18.976"" x 7.717"" x 16.811""</li> ", 40.34 L</li> 1.425 ft³</li> ,
Apevia MX-Pider,Apevia ,MX-PIDER-NW-BK/500 ,ATX Full Tower ,Black ,500 W ,None ,No ,USB 2.0 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ,," 4 x External 5.25""</li> 2 x External 3.5""</li> 4 x Internal 3.5""</li> ",7 x Full-Height , 80 mm</li> 120 mm</li> ,,120 mm ," 482 mm x 196 mm x 539 mm</li> 18.976"" x 7.717"" x 21.22""</li> ", 50.92 L</li> 1.798 ft³</li> ,
Apevia MX-Pider,Apevia ,MX-PIDER-AL/500 ,ATX Full Tower ,Silver ,500 W ,Acrylic ,No ,USB 2.0 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ,," 4 x External 5.25""</li> 2 x External 3.5""</li> 4 x Internal 3.5""</li> ",7 x Full-Height , 80 mm</li> 120 mm</li> ,,120 mm ," 482 mm x 196 mm x 539 mm</li> 18.976"" x 7.717"" x 21.22""</li> ", 50.92 L</li> 1.798 ft³</li> ,
Apevia X-DMR3,Apevia ,X-DMR3-NW-AL/450 ,ATX Mid Tower ,Silver ,450 W ,None ,No ,USB 2.0 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ,," 4 x External 5.25""</li> 1 x External 3.5""</li> 6 x Internal 3.5""</li> ",7 x Full-Height ,120 mm ,,120 mm ," 480 mm x 185 mm x 418 mm</li> 18.898"" x 7.283"" x 16.457""</li> ", 37.118 L</li> 1.311 ft³</li> ,
Apevia X-Dreamer4,Apevia ,X-DREAMER4-GN ,ATX Mid Tower ,Black / Green ,None ,Acrylic ,No , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ,," 4 x External 5.25""</li> 4 x Internal 3.5""</li> 1 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 200 mm</li> ,,120 mm ," 495 mm x 196 mm x 444 mm</li> 19.488"" x 7.717"" x 17.48""</li> ", 43.077 L</li> 1.521 ft³</li> ,
Apex DM-532-U3,Apex ,DM-532-U3 ,HTPC ,Black ,275 W ,None ,No ,USB 3.2 Gen 1 Type-A , Flex ATX</li> Micro ATX</li> Mini ITX</li> ,," 1 x External 5.25""</li> 1 x External 3.5""</li> 1 x Internal 3.5""</li> ",4 x Half-Height ,,,," 323 mm x 99 mm x 431 mm</li> 12.717"" x 3.898"" x 16.969""</li> ", 13.782 L</li> 0.487 ft³</li> ,
Apex DS-539,Apex ,DS-539 ,HTPC ,Black ,275 W ,None ,No , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , Flex ATX</li> Micro ATX</li> Mini ITX</li> ,," 1 x External 5.25""</li> 1 x External 3.5""</li> 2 x Internal 3.5""</li> ",4 x Half-Height ,,,," 336 mm x 99 mm x 431 mm</li> 13.228"" x 3.898"" x 16.969""</li> ", 14.337 L</li> 0.506 ft³</li> ,
Apex MI-110,Apex ,MI-110 ,Mini ITX Tower ,Black / Silver ,250 W ,Acrylic ,No ,USB 2.0 Type-A ,Mini ITX ,," 1 x External 5.25""</li> 1 x External 3.5""</li> 1 x Internal 3.5""</li> ",1 x Full-Height ,,,," 220 mm x 129 mm x 342 mm</li> 8.661"" x 5.079"" x 13.465""</li> ", 9.706 L</li> 0.343 ft³</li> ,
DIYPC MiniQ1,DIYPC ,MiniQ1-W ,MicroATX Mini Tower ,White ,None ,None ,No ,USB 2.0 Type-A , Micro ATX</li> Mini ITX</li> ,," 1 x External 5.25""</li> 2 x Internal 3.5""</li> ",4 x Full-Height , 80 mm</li> 120 mm</li> ,,," 375 mm x 162 mm x 406 mm</li> 14.764"" x 6.378"" x 15.984""</li> ", 24.665 L</li> 0.871 ft³</li> ,
Raidmax ATX-502WBG,Raidmax ,ATX-502WUU ,ATX Mid Tower ,Blue / Black ,None ,Acrylic ,No , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ,," 3 x External 5.25""</li> 3 x Internal 3.5""</li> 4 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> 180 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> ," 533 mm x 241 mm x 463 mm</li> 20.984"" x 9.488"" x 18.228""</li> ", 59.474 L</li> 2.1 ft³</li> ,
Raidmax ATX-502WBG,Raidmax ,ATX-502WTIU ,ATX Mid Tower ,Black / Silver ,None ,None ,No , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ,," 3 x External 5.25""</li> 3 x Internal 3.5""</li> 4 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> 180 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> ," 533 mm x 241 mm x 463 mm</li> 20.984"" x 9.488"" x 18.228""</li> ", 59.474 L</li> 2.1 ft³</li> ,
Raidmax ATX-605BT,Raidmax ,ATX-605BT ,ATX Full Tower ,Black ,None ,Acrylic ,No , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ,," 5 x External 5.25""</li> 6 x Internal 3.5""</li> 2 x Internal 2.5""</li> ",7 x Full-Height , 80 mm</li> 120 mm</li> 180 mm</li> ,, 120 mm</li> 240 mm</li> ," 540 mm x 233 mm x 601 mm</li> 21.26"" x 9.173"" x 23.661""</li> ", 75.618 L</li> 2.67 ft³</li> ,
Rosewill PATRIOT,Rosewill ,PATRIOT ,ATX Mid Tower ,Black ,None ,Acrylic ,No , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 330 mm</li> 12.992""</li> "," 2 x External 5.25""</li> 1 x External 3.5""</li> 6 x Internal 3.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> 180 mm</li> ,, 120 mm</li> 140 mm</li> ," 210 mm x 462 mm x 533 mm</li> 8.268"" x 18.189"" x 20.984""</li> ", 51.712 L</li> 1.826 ft³</li> ,
