Name,Manufacturer,Model,Part #,Fan RPM,Noise Level,Color,Height,CPU Socket,Water Cooled,Fanless
Silverstone Krypton KR01,Silverstone ,Krypton KR01 ,SST-KR01 ,800 - 3000 RPM ,33 dB ,Black / Silver ,54 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | ,No ,No 
MSI Core Frozr XL,MSI ,, Core Frozr XL | E32-0802070-A87 | ,500 - 1800 RPM ,17.2 - 33.6 dB ,Black / Red ,170 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Valkyrie SYN,Valkyrie ,,VK-E360-W ,800 - 2150 RPM ,29 dB ,White / Blue ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Xilence A200,Xilence ,A200 , XC033 | A200 | ,2200 RPM ,32 dB ,Black / Silver ,69 mm ,AM4 ,No ,No 
Corsair iCUE H115i RGB ELITE,Corsair ,iCUE H115i RGB ELITE ,CW-9060059-WW ,400 - 1600 RPM ,19 - 35.8 dB ,Black ,, AM4 | AM5 | sTR4 | sTRX4 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 280 mm ,No 
ID-COOLING SPACE LCD,ID-COOLING ,,SL360 XE WHITE ,500 - 1800 RPM ,35.2 dB ,White ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Mars Gaming MCPU-X5,Mars Gaming ,,MCPUX5W ,800 - 2000 RPM ,9 - 28 dB ,White ,154 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | ,No ,No 
Deepcool GAMMAXX L240 V2,Deepcool ,GAMMAXX L240 V2 ,DP-H12RF-GL240V2 ,500 - 1800 RPM ,30 dB ,Black / White ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Vetroo V360,Vetroo ,V360 ,VT-AIO-V360-WT ,800 - 1800 RPM ,30.8 dB ,White / Gray ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
ID-COOLING SE-214-XT BASIC,ID-COOLING ,,SE-214-XT BASIC ,700 - 1800 RPM ,35.2 dB ,Gray / Silver ,150 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Alphacool Core Ocean T38,Alphacool ,,13052 ,,0 - 34.3 dB ,Black ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
ARCTIC Freezer 50 TR (w/ARGB Controller),ARCTIC ,Freezer 50 TR (w/ARGB Controller) ,ACFRE00070A ,200 - 1800 RPM ,23.5 dB ,Black ,165 mm , sTR4 | sTRX4 | LGA1700 | LGA1851 | ,No ,No 
Geometric Future Eskimo Pro 42,Geometric Future ,Eskimo Pro 42 ,GEO-EP-42W ,2400 RPM ,34.2 dB ,White ,54 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 420 mm ,No 
Noctua NH-D15 SE-AM4,Noctua ,,NH-D15 SE-AM4 ,1200 - 1500 RPM ,19.2 - 24.6 dB ,,165 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
NZXT Kraken 280 RGB,NZXT ,Kraken 280 RGB ,RL-KR280-W1 ,500 - 1500 RPM ,34.48 dB ,White ,56 mm , AM4 | AM5 | sTR4 | sTRX4 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 280 mm ,No 
Cooler Master Hyper TX3 EVO,Cooler Master ,Hyper TX3 EVO ,RR-TX3E-28PK-R1 ,800 - 2800 RPM ,17 - 35 dB ,,136 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | ,No ,No 
NZXT Kraken X62 Rev 2,NZXT ,Kraken X62 Rev 2 ,RL-KRX62-02 ,500 - 1800 RPM ,21 - 38 dB ,,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | sTR4 | sTRX4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 280 mm ,No 
be quiet! Silent Loop 2 240,be quiet! ,Silent Loop 2 240 ,BW010 ,2200 RPM ,16.8 - 38.3 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Deepcool AG500 BK ARGB,Deepcool ,, AG500 BK ARGB | R-AG500-BKANMN-G-1 | ,300 - 1850 RPM ,29.4 dB ,Black ,155 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
EVGA CLC 360,EVGA ,CLC 360 ,400-HY-CL36-V1 ,500 - 2400 RPM ,16 - 39.9 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | sTR4 | sTRX4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Asus TUF GAMING LC 240 ARGB,Asus ,, TUF GAMING LC 240 ARGB | 90RC00G1-M0AAY0 | 90RC00G1-M0UAY0 | CPCA-TUF-240-LCARGB1 | 90RC00G1-M0UAY1 | ,800 - 2000 RPM ,29 dB ,Black ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | ,Yes - 240 mm ,No 
Asus ROG Ryujin III,Asus ,, ROG RYUJIN III 360 ARGB WHT | 90RC00L2-M0AAY0 | 90RC00L2-M0UAY0 | ,600 - 2200 RPM ,36.45 dB ,White ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 360 mm ,No 
TRYX PANORAMA ARGB (2024),TRYX ,, L-P240A-AS2M-G0K | PANORAMA ARGB 240 Black | ,500 - 1850 RPM ,27.86 dB ,Black ,116 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 240 mm ,No 
ENDORFY Fera 5 Black,ENDORFY ,Fera 5 Black ,EY3A011 ,250 - 1800 RPM ,,Black ,155 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Fractal Design Celsius S24,Fractal Design ,Celsius S24 , FD-WCU-CELSIUS-S24-BK | WCU-CELSIUS-S24-BK | ,500 - 2000 RPM ,32.2 dB ,,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | sTR4 | sTRX4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Thermalright SI-100 WHITE ARGB,Thermalright ,,SI-100 WHITE ARGB ,2000 RPM ,27.7 dB ,White ,100 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
ID-COOLING PINKFLOW 360,ID-COOLING ,,PINKFLOW 360 ,900 - 2000 RPM ,16.3 - 33.5 dB ,Pink ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
upHere UE2KC6,upHere ,, UE2KC6 | UE2KC6 US | ,600 - 1650 RPM ,25 dB ,Black ,155 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | ,No ,No 
Thermalright Frozen Warframe ARGB,Thermalright ,,Frozen Warframe 240 WHITE ARGB ,2000 RPM ,22.1 dB ,White ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Silverstone AR12 RGB,Silverstone ,AR12 RGB ,SST-AR12-RGB ,700 - 2200 RPM ,9 - 29 dB ,Silver / Black ,154 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Cooler Master Hyper 212 Black Edition,Cooler Master ,Hyper 212 Black Edition ,RR-212S-20PK-R2 ,800 - 2000 RPM ,6.5 - 26 dB ,,159 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
CRYORIG H7 Quad Lumi,CRYORIG ,, H7 Quad Lumi | CR-H7QLA | ,330 - 1600 RPM ,10 - 25 dB ,,145 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Akasa Vegas Chroma AM,Akasa ,Vegas Chroma AM ,AK-CC1106HP01 ,500 - 1800 RPM ,32.5 dB ,Black ,63 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | ,No ,No 
Cooler Master MasterLiquid ML360L ARGB V2,Cooler Master ,MasterLiquid ML360L ARGB V2 ,MLW-D36M-A18PW-RW ,650 - 1800 RPM ,8 - 27 dB ,White ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Asus ROG STRIX LC 240 RGB,Asus ,, ROG STRIX LC 240 RGB | 90RC0061-M0AAY0 | 90RC0061-M0UAY0 | ,800 - 2500 RPM ,37.6 dB ,Black ,, AM4 | AM5 | sTR4 | sTRX4 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Aerocool Cylon 4,Aerocool ,Cylon 4 ,ACTC-CL30410.01 ,800 - 1800 RPM ,14 - 26 dB ,Black ,155 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Corsair iCUE LINK H170i RGB,Corsair ,iCUE LINK H170i RGB ,CW-9061004-WW ,400 - 2000 RPM ,,Black ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 420 mm ,No 
Scythe Ninja 5,Scythe ,,SCNJ-5000 ,300 - 800 RPM ,4 - 14.5 dB ,Black ,155 mm , AM4 | AM5 | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Deepcool THETA 20 PWM,Deepcool ,,THETA 20 PWM ,900 - 2400 RPM ,17.8 - 32.5 dB ,Black / Silver ,60 mm , LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
ARCTIC Liquid Freezer II 240 A-RGB,ARCTIC ,Liquid Freezer II 240 A-RGB ,ACFRE00093A ,200 - 1800 RPM ,22.5 dB ,Black / Gray ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
GAMDIAS CHIONE E4,GAMDIAS ,, E4-420 WH | CHIONE E4-420 WH | ,450 - 1800 RPM ,11 - 35.2 dB ,White ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 420 mm ,No 
ASRock Pro ARGB,ASRock ,, 90-APRA36-WAAGA6 | Pro White 360 ARGB | ,,31 dB ,White ,54 mm , AM4 | AM5 | LGA1700 | LGA1851 | ,Yes - 360 mm ,No 
Xilence A404T,Xilence ,A404T , XC040 | A404T | ,600 - 2200 RPM ,14 - 21.8 dB ,Red / Black ,55 mm , AM4 | AM5 | ,No ,No 
Jonsbo CR-1400 EVO Color Black,Jonsbo ,, CR-1400 EVO Color Black | CR-1400 EVO COLOR | ,800 - 2200 RPM ,22.3 - 33.8 dB ,Black ,130 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Cougar Poseidon Elite ARGB 360,Cougar ,Poseidon Elite ARGB 360 , 3MPSD360.0001 | CGR-PSDELRGB-B-360 | Poseidon Elite ARGB 360 | ,500 - 2200 RPM ,33.5 dB ,Black ,51 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | ,Yes - 360 mm ,No 
ARCTIC Alpine 12 LP,ARCTIC ,Alpine 12 LP , ACALP00029A | ACFAN00029A | ,100 - 2000 RPM ,,Black / White ,54 mm , LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
Gigabyte AORUS WATERFORCE X,Gigabyte ,, AORUS WATERFORCE X 360 | GP-AORUS WATERFORCE X 360 | GP-AWATERFORCEX360 | ,800 - 2500 RPM ,7.9 - 37.6 dB ,Black ,, AM4 | AM5 | sTR4 | sTRX4 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Intel BXRTS2011LC,Intel ,,BXRTS2011LC ,2200 RPM ,,,, LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 120 mm ,No 
EK AIO Basic 360,EK ,AIO Basic 360 , EK-AIO Basic 360 | AIO-BASIC-360 | 3831109832509 | ,550 - 2200 RPM ,33.5 dB ,Black ,53 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Corsair iCUE H100i ELITE LCD,Corsair ,iCUE H100i ELITE LCD ,CW-9060061-WW ,450 - 2000 RPM ,10 - 30.4 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | sTR4 | sTRX4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
ARCTIC Freezer A35 A-RGB,ARCTIC ,Freezer A35 A-RGB ,ACFRE00115A ,200 - 1700 RPM ,,Black ,158 mm , AM4 | AM5 | ,No ,No 
Jonsbo CR-1400 V2 ARGB,Jonsbo ,CR-1400 V2 ARGB ,CR-1400 V2 ARGB White ,800 - 2200 RPM ,22.3 - 33.8 dB ,White ,133 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
ARCTIC Freezer 8i CO,ARCTIC ,Freezer 8i CO ,ACFRE00191A ,200 - 2300 RPM ,,Black / Silver ,136 mm , LGA1700 | LGA1851 | ,No ,No 
Dynatron R25,Dynatron ,,R25 ,1000 - 7000 RPM ,21.5 - 59.14 dB ,,28 mm ,LGA2011-3 Narrow ,No ,No 
be quiet! Dark Rock 3,be quiet! ,Dark Rock 3 ,BK018 ,400 - 1400 RPM ,8.4 - 21.1 dB ,,160 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
upHere UE2TC6,upHere ,, UE2TC6 | UE2TC6 US | ,600 - 1650 RPM ,25 dB ,White ,155 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | ,No ,No 
ARCTIC Freezer i35 A-RGB,ARCTIC ,Freezer i35 A-RGB ,ACFRE00104A ,200 - 1700 RPM ,,Black ,158 mm , LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Cooler Master MasterLiquid PL240 FLUX,Cooler Master ,MasterLiquid PL240 FLUX ,MLY-D24M-A23PZ-R1 ,,32 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | sTR4 | sTRX4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Gelid Solutions Tranquillo Rev. 5,Gelid Solutions ,Tranquillo Rev. 5 ,CC-TRANQ-05-A ,900 - 2000 RPM ,26.5 dB ,Black ,154 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Thermaltake TH120 V2 ARGB Sync,Thermaltake ,TH120 V2 ARGB Sync ,CL-W363-PL12SW-A ,500 - 2000 RPM ,25.8 dB ,White ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 120 mm ,No 
ASRock Challenger Digital,ASRock ,, 90-ACLA24-BAAGA6 | Challenger 240 Digital | ,,31 dB ,Black ,54 mm , AM4 | AM5 | LGA1700 | LGA1851 | ,Yes - 240 mm ,No 
Corsair H55,Corsair ,, H55 | CW-9060010-WW | ,1700 RPM ,30.32 dB ,,, AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 120 mm ,No 
Gigabyte AORUS LIQUID COOLER,Gigabyte ,, AORUS LIQUID COOLER 360 | GP-AORUS LIQUID COOLER 360 | GP-ALQCO360 | ,2500 RPM ,18 - 39.5 dB ,Black ,, AM4 | AM5 | sTR4 | sTRX4 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Alpenföhn Glacier Water 360 High Speed,Alpenföhn ,Glacier Water 360 High Speed ,84000000182 ,500 - 2200 RPM ,36.8 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | sTR4 | sTRX4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Deepcool LQ360,Deepcool ,LQ360 ,R-LQ360-WHDSMC-G-1 ,600 - 2150 RPM ,32 dB ,White ,64 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 360 mm ,No 
TRYX STAGE,TRYX ,,L-S360A-DM3M-G0K ,500 - 1850 RPM ,28.87 dB ,Black ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 360 mm ,No 
GAMDIAS CHIONE E4,GAMDIAS ,, E4-420 | CHIONE E4-420 | ,450 - 1800 RPM ,11 - 35.2 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 420 mm ,No 
ID-COOLING IS-40X,ID-COOLING ,,IS-40X ,600 - 2500 RPM ,14 - 33 dB ,Black / White ,45 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
Silverstone IceMyst 360,Silverstone ,IceMyst 360 ,SST-IM360-ARGB ,500 - 2200 RPM ,12.1 - 33.1 dB ,Silver / Black ,70 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
ID-COOLING IS-67-XT,ID-COOLING ,IS-67-XT ,IS-67-XT WHITE ,500 - 2200 RPM ,35.2 dB ,White ,67 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
GAMDIAS AURA GL360 DIGITAL,GAMDIAS ,,AURA GL360 DIGITAL ,800 - 1800 RPM ,33 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Montech METAL DT24 PREMIUM,Montech ,,METAL DT24 PREMIUM ,800 - 1950 RPM ,26 dB ,Black / Silver ,158 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Montech HyperFlow ARGB 240,Montech ,HyperFlow ARGB 240 ,HyperFlow ARGB 240 White ,2200 RPM ,29.1 dB ,White ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
EVGA CLC 280,EVGA ,CLC 280 ,400-HY-CL28-V1 ,600 - 2200 RPM ,16 - 39.5 dB ,,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | sTR4 | sTRX4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 280 mm ,No 
Noctua NH-D14 SE2011,Noctua ,,NH-D14 SE2011 ,900 - 1300 RPM ,12.6 - 19.8 dB ,,160 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Deepcool GAMMAXX C40,Deepcool ,, GAMMAXX C40 | DP-MCH4-GMX-C40P | ,500 - 2000 RPM ,23.9 dB ,Black / Silver ,137 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Lian Li GALAHAD AIO 360 RGB,Lian Li ,GALAHAD AIO 360 RGB ,GALAHAD AIO 360 RGB BLACK ,800 - 1900 RPM ,,Black / Silver ,62 mm , AM4 | AM5 | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
be quiet! Pure Loop 240,be quiet! ,Pure Loop 240 ,BW006 ,,19 - 39.5 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
NZXT Kraken Z53 RGB,NZXT ,Kraken Z53 RGB ,RL-KRZ53-RW ,500 - 1500 RPM ,22 - 33 dB ,White / Black ,, AM4 | AM5 | sTR4 | sTRX4 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Deepcool LE500,Deepcool ,LE500 ,R-LE500-BKLNMC-G-1 ,500 - 2250 RPM ,,Black ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 240 mm ,No 
