Name,URL,Image,Type,Efficiency Rating,Wattage,Modular,Color,Price
Lian Li EDGE GOLD,https://pcpartpicker.com/product/H6sMnQ/lian-li-edge-gold-1000-w-80-gold-certified-fully-modular-atx-power-supply-eg1000g-black,https://cdna.pcpartpicker.com/static/forever/images/product/849f751a4ea67f2ed2cfd4ab47fb23eb.256p.jpg,ATX,80+ Gold,1000 W,Full,Black,158.99
Corsair RM850,https://pcpartpicker.com/product/9KGbt6/corsair-rm850-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020232-na,https://cdna.pcpartpicker.com/static/forever/images/product/1752baa3ddb162df098cf33b0b6eeae3.256p.jpg,ATX,80+ Gold,850 W,Full,White / Black,137.04
Corsair RM850e (2023),https://pcpartpicker.com/product/4ZRwrH/corsair-rm850e-2023-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020263-na,https://cdna.pcpartpicker.com/static/forever/images/product/74e6caafd69bcc53d6e5060a3249248d.256p.jpg,ATX,80+ Gold,850 W,Full,Black,
Corsair RM750x (2021),https://pcpartpicker.com/product/6NcG3C/corsair-rm750x-2021-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020199-na,https://cdna.pcpartpicker.com/static/forever/images/product/1b188238912bad1b60bbfef7d8912470.256p.jpg,ATX,80+ Gold,750 W,Full,Black,
SeaSonic CORE GX ATX 3 (2024),https://pcpartpicker.com/product/t7h2FT/seasonic-core-gx-atx-3-2024-850-w-80-gold-certified-fully-modular-atx-power-supply-core-atx-3-gx-850,https://cdna.pcpartpicker.com/static/forever/images/product/2a8c5efeb85017829c46d8fe18d71ca6.256p.jpg,ATX,80+ Gold,850 W,Full,Black,104.99
Asus ROG THOR T3 GAMING,https://pcpartpicker.com/product/r29nTW/asus-rog-thor-t3-gaming-1600-w-80-titanium-certified-fully-modular-atx-power-supply-rog-thor-1600t3-gaming,https://cdna.pcpartpicker.com/static/forever/images/product/e80b8c30491ecacce783d79550aebdb9.256p.jpg,ATX,80+ Titanium,1600 W,Full,Black,
Lian Li EDGE,https://pcpartpicker.com/product/6X4Zxr/lian-li-edge-1300-w-80-platinum-certified-fully-modular-atx-power-supply-eg1300-white,https://cdna.pcpartpicker.com/static/forever/images/product/e92f825ed1d88b0cb0fac7933b6d853c.256p.jpg,ATX,80+ Platinum,1300 W,Full,White,
Lian Li SX1200P,https://pcpartpicker.com/product/V7qNnQ/lian-li-sx1200p-1200-w-80-platinum-certified-fully-modular-atx-power-supply-sx1200pw,https://cdna.pcpartpicker.com/static/forever/images/product/9980aeba3b2688cef27bdbdf8d7dfc8a.256p.jpg,ATX,80+ Platinum,1200 W,Full,White,159.99
be quiet! Dark Power Pro 13,https://pcpartpicker.com/product/Hxgrxr/be-quiet-dark-power-pro-13-1600-w-80-titanium-certified-fully-modular-atx-power-supply-bn501,https://cdna.pcpartpicker.com/static/forever/images/product/e0a34fbe10acaf519ea2ed36a8e7fc2e.256p.jpg,ATX,80+ Titanium,1600 W,Full,Black,459.90
NZXT C850 (2024),https://pcpartpicker.com/product/qDLdnQ/nzxt-c850-2024-850-w-80-gold-certified-fully-modular-atx-power-supply-pa-8g2bb-us,https://cdna.pcpartpicker.com/static/forever/images/product/c0060ae80a7b71686da1ca92324d0f68.256p.jpg,ATX,80+ Gold,850 W,Full,Black,119.99
MSI MAG A650BE,https://pcpartpicker.com/product/yc26Mp/msi-mag-a650be-650-w-80-bronze-certified-semi-modular-atx-power-supply-mag-a650be,https://cdna.pcpartpicker.com/static/forever/images/product/43cf50ab21a6abfc6b7535674a8a35a9.256p.jpg,ATX,80+ Bronze,650 W,Semi,Black,74.98
Gigabyte P650SS,https://pcpartpicker.com/product/cf3NnQ/gigabyte-p650ss-650-w-80-silver-certified-atx-power-supply-gp-p650ss,https://cdna.pcpartpicker.com/static/forever/images/product/c61c8871a6236f6ea0269a852ff3434b.256p.jpg,ATX,80+ Silver,650 W,No,Black,
MSI A1000G PCIE5,https://pcpartpicker.com/product/ZDt9TW/msi-a1000g-pcie5-1000-w-80-gold-certified-fully-modular-atx-power-supply-mpg-a1000g-pcie-5,https://cdna.pcpartpicker.com/static/forever/images/product/f4ba2af40fa30a597244521a441515b5.256p.jpg,ATX,80+ Gold,1000 W,Full,Black,159.99
SeaSonic PRIME PX-2200 ATX 3 (2024),https://pcpartpicker.com/product/kqxxFT/seasonic-prime-px-2200-atx-3-2024-2200-w-80-platinum-certified-fully-modular-atx-power-supply-atx3-prime-px-2200,https://cdna.pcpartpicker.com/static/forever/images/product/c289fb1aaf02ceb989aaafba29c8dcb0.256p.jpg,ATX,80+ Platinum,2200 W,Full,Black,
Gigabyte P750GM,https://pcpartpicker.com/product/RhH8TW/gigabyte-750-w-80-gold-certified-fully-modular-atx-power-supply-gp-p750gm,https://m.media-amazon.com/images/I/41fF-4VeSsL.jpg,ATX,80+ Gold,750 W,Full,Black,
MSI MAG A750GLS PCIE5,https://pcpartpicker.com/product/CWCCmG/msi-mag-a750gls-pcie5-750-w-80-gold-certified-fully-modular-atx-power-supply-mag-a750gls-pcie5,https://cdna.pcpartpicker.com/static/forever/images/product/18c6426484ba0967bb4e67430862e226.256p.jpg,ATX,80+ Gold,750 W,Full,Black,74.99
Thermaltake Toughpower GF1 (2024),https://pcpartpicker.com/product/x4hv6h/thermaltake-toughpower-gf1-2024-750-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0750fnfagu-p,https://cdna.pcpartpicker.com/static/forever/images/product/6ee215a762a575aaa7d2df86c919eb95.256p.jpg,ATX,80+ Gold,750 W,Full,Black,85.99
Gigabyte P650G,https://pcpartpicker.com/product/2QRnTW/gigabyte-p650g-650-w-80-gold-certified-atx-power-supply-gp-p650g,https://cdna.pcpartpicker.com/static/forever/images/product/27cd6b6053ee53ff751d09ab574ecd46.256p.jpg,ATX,80+ Gold,650 W,No,Black,
EVGA SuperNOVA 750 G2,https://pcpartpicker.com/product/MfJwrH/evga-supernova-750-g2-750-w-80-gold-certified-fully-modular-atx-power-supply-220-g2-0750-xr,https://cdna.pcpartpicker.com/static/forever/images/product/21e633667a4b2e622acfd79b635c44db.256p.jpg,ATX,80+ Gold,750 W,Full,,
Rosewill VMG,https://pcpartpicker.com/product/GhBFf7/rosewill-vmg-750-w-80-gold-certified-fully-modular-atx-power-supply-vmg750,https://cdna.pcpartpicker.com/static/forever/images/product/13c3f469b64531efeed4d2b114e8a021.256p.jpg,ATX,80+ Gold,750 W,Full,Black,69.98
Cooler Master MWE Gold 750 V3,https://pcpartpicker.com/product/2W26Mp/cooler-master-mwe-gold-750-v3-750-w-80-gold-certified-fully-modular-atx-power-supply-mpx-7503-afag-2buv,https://cdna.pcpartpicker.com/static/forever/images/product/8a9ee7ac5f05c46c327249997f43188a.256p.jpg,ATX,80+ Gold,750 W,Full,Black,115.99
Gigabyte P450B,https://pcpartpicker.com/product/LZMTwP/gigabyte-p-b-450-w-80-bronze-certified-atx-power-supply-gp-p450b,https://m.media-amazon.com/images/I/41FxTFFeX4L.jpg,ATX,80+ Bronze,450 W,No,Black,
Corsair CX (2023),https://pcpartpicker.com/product/NBYRsY/corsair-cx-2023-750-w-80-bronze-certified-atx-power-supply-cp-9020279-na,https://cdna.pcpartpicker.com/static/forever/images/product/a13b3baedca8b58d4ce5008b7bf5d357.256p.jpg,ATX,80+ Bronze,750 W,No,Black,82.79
Apevia Prestige,https://pcpartpicker.com/product/W3dMnQ/apevia-prestige-600-w-80-gold-certified-atx-power-supply-atx-pr600w-wh,https://m.media-amazon.com/images/I/41jH6Z5FH+L.jpg,ATX,80+ Gold,600 W,No,White,54.99
Cooler Master MWE Gold V3,https://pcpartpicker.com/product/8pWmP6/cooler-master-mwe-gold-v3-650-w-80-gold-certified-atx-power-supply-mpe-6502-acaag-3bus,https://cdna.pcpartpicker.com/static/forever/images/product/d839175b272fa3a5f76a7844a79a05f4.256p.jpg,ATX,80+ Gold,650 W,No,Black,
Gigabyte UD750GM PG5 V2,https://pcpartpicker.com/product/nNFCmG/gigabyte-ud750gm-pg5-v2-750-w-80-gold-certified-fully-modular-atx-power-supply-gp-ud750gm-pg5-ice,https://cdna.pcpartpicker.com/static/forever/images/product/14e81eb15877d5ab721ba0d022fcaf45.256p.jpg,ATX,80+ Gold,750 W,Full,White,
Corsair HX1000i (2023),https://pcpartpicker.com/product/LTmNnQ/corsair-hx1000i-2023-1000-w-80-platinum-certified-fully-modular-atx-power-supply-cp-9020259-na,https://cdna.pcpartpicker.com/static/forever/images/product/c6c707c9177df677d1b642efe8a9fb2d.256p.jpg,ATX,80+ Platinum,1000 W,Full,Black,234.99
Corsair RM850x,https://pcpartpicker.com/product/7Dx9TW/corsair-rm850x-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020093-na,https://cdna.pcpartpicker.com/static/forever/images/product/429bb130468e125f4f20d1f7e2f2600e.256p.jpg,ATX,80+ Gold,850 W,Full,,204.98
Montech CENTURY II,https://pcpartpicker.com/product/ds8Pxr/montech-century-ii-1200-w-80-gold-certified-fully-modular-atx-power-supply-century-ii-1200w,https://cdna.pcpartpicker.com/static/forever/images/product/f973a0374020c80c5fb0199771036a12.256p.jpg,ATX,80+ Gold,1200 W,Full,Black,129.90
SAMA G750,https://pcpartpicker.com/product/t6VfrH/sama-g750-750-w-80-gold-certified-fully-modular-atx-power-supply-g0750-bkgff001-us,https://cdna.pcpartpicker.com/static/forever/images/product/4841a8db7abc35c567379013f07dbf57.256p.jpg,ATX,80+ Gold,750 W,Full,Black,70.99
ASRock Steel Legend SL-850G,https://pcpartpicker.com/product/nCpQzy/asrock-steel-legend-sl-850g-850-w-80-gold-certified-fully-modular-atx-power-supply-sl-850g,https://cdna.pcpartpicker.com/static/forever/images/product/32248606cf6d469a056d08373860c535.256p.jpg,ATX,80+ Gold,850 W,Full,Black,89.99
ASRock PRO-850G,https://pcpartpicker.com/product/vPdMnQ/asrock-pro-850g-850-w-80-gold-certified-atx-power-supply-pro-850g,https://cdna.pcpartpicker.com/static/forever/images/product/0e51258356f39bb394a673566948bcac.256p.jpg,ATX,80+ Gold,850 W,No,Black,64.99
Silverstone FX500-G,https://pcpartpicker.com/product/3288TW/silverstone-fx500-g-500-w-80-gold-certified-flex-atx-power-supply-sst-fx500-g,https://cdna.pcpartpicker.com/static/forever/images/product/6be712b0f14773f8e9761339bff9987a.256p.jpg,Flex ATX,80+ Gold,500 W,No,Black,160.87
SAMA G850,https://pcpartpicker.com/product/qsfV3C/sama-g850-850-w-80-gold-certified-fully-modular-atx-power-supply-g0850-bkgff001-us,https://cdna.pcpartpicker.com/static/forever/images/product/619fe92900432689ac13ea2cac663ade.256p.jpg,ATX,80+ Gold,850 W,Full,Black,84.99
Corsair RM750x SHIFT,https://pcpartpicker.com/product/8ZmNnQ/corsair-rm750x-shift-750-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020273-na,https://cdna.pcpartpicker.com/static/forever/images/product/538f621aadcabc4d3a2a09a02d4df153.256p.jpg,ATX,80+ Gold,750 W,Full / Side,White,79.99
Cooler Master MWE GOLD 750 V2 FULL MODULAR,https://pcpartpicker.com/product/sscG3C/cooler-master-mwe-gold-v2-750-w-80-gold-certified-fully-modular-atx-power-supply-mpe-7501-afaag-us,https://cdna.pcpartpicker.com/static/forever/images/product/14006f097772a18096431e1627300499.256p.jpg,ATX,80+ Gold,750 W,Full,Black,
EVGA 400 N1,https://pcpartpicker.com/product/86M323/evga-400-n1-400-w-atx-power-supply-100-n1-0400-l1,https://cdna.pcpartpicker.com/static/forever/images/product/76a0d0242e8ba0fb8415fc6f154ee3cb.med.256p.jpg,ATX,,400 W,No,,81.20
Corsair RM1200x SHIFT,https://pcpartpicker.com/product/LMn9TW/corsair-rm1200x-shift-1200-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020254-na,https://cdna.pcpartpicker.com/static/forever/images/product/6719e9fc9ce80bbf6c163bef40cb6e0b.256p.jpg,ATX,80+ Gold,1200 W,Full / Side,Black,194.99
Corsair RM1000x SHIFT,https://pcpartpicker.com/product/NrxxFT/corsair-rm1000x-shift-1000-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020253-na,https://cdna.pcpartpicker.com/static/forever/images/product/38942a1637e7445c59b8a274492115a5.256p.jpg,ATX,80+ Gold,1000 W,Full / Side,Black,187.99
Apevia Galaxy,https://pcpartpicker.com/product/sjbRsY/apevia-galaxy-850-w-80-gold-certified-semi-modular-atx-power-supply-atx-gx850w,https://m.media-amazon.com/images/I/41nPDROdGZS.jpg,ATX,80+ Gold,850 W,Semi,Black,65.98
be quiet! Dark Power 14,https://pcpartpicker.com/product/43MXsY/be-quiet-dark-power-14-1000-w-80-titanium-certified-fully-modular-atx-power-supply-bp020us,https://cdna.pcpartpicker.com/static/forever/images/product/ea76ce713a5f8cc568a895e86a481197.256p.jpg,ATX,80+ Titanium,1000 W,Full,Black,249.90
Gigabyte UD850GM,https://pcpartpicker.com/product/VTgFf7/gigabyte-ud850gm-850-w-80-gold-certified-fully-modular-atx-power-supply-gp-ud850gm,https://cdna.pcpartpicker.com/static/forever/images/product/2fd893bbd3486b3f2878a98bb949e0bb.256p.jpg,ATX,80+ Gold,850 W,Full,Black,
be quiet! Pure Power 12,https://pcpartpicker.com/product/7tXV3C/be-quiet-pure-power-12-1000-w-80-gold-certified-atx-power-supply-bp005us,https://cdna.pcpartpicker.com/static/forever/images/product/158d0a5638c31a4f0783792c3737506a.256p.jpg,ATX,80+ Gold,1000 W,No,Black,96.89
Silverstone SFX,https://pcpartpicker.com/product/vrH48d/silverstone-sfx-500-w-80-gold-certified-fully-modular-sfx-power-supply-sst-sx500-lg,https://cdna.pcpartpicker.com/static/forever/images/product/25aa74d682bfbb478cc7089f30086e4b.256p.jpg,SFX,80+ Gold,500 W,Full,Black,121.51
MSI MAG A1250GL PCIE5,https://pcpartpicker.com/product/qxdG3C/msi-mag-a1250gl-pcie5-1250-w-80-gold-certified-fully-modular-atx-power-supply-mag-a1250gl-pcie5,https://cdna.pcpartpicker.com/static/forever/images/product/4892c7a4ba21f50538ec1ae0e18a72ec.256p.jpg,ATX,80+ Gold,1250 W,Full,Black,169.99
Corsair AX1600i,https://pcpartpicker.com/product/cJbwrH/corsair-ax1600i-1600-w-80-titanium-certified-fully-modular-atx-power-supply-cp-9020087-na,https://cdna.pcpartpicker.com/static/forever/images/product/1d57cf53a1289e4dfff1aed9b1cc272a.256p.jpg,ATX,80+ Titanium,1600 W,Full,,
SAMA GT,https://pcpartpicker.com/product/z2rp99/sama-gt-850-w-80-gold-certified-fully-modular-atx-power-supply-gt850-bkgffxx1-us,https://cdna.pcpartpicker.com/static/forever/images/product/e81737b03f15f9d68443d480d0e4e2ff.256p.jpg,ATX,80+ Gold,850 W,Full,Black,71.99
ASRock Challenger CL-650B,https://pcpartpicker.com/product/k7rqqs/asrock-challenger-cl-650b-650-w-80-bronze-certified-atx-power-supply-cl-650b,https://cdna.pcpartpicker.com/static/forever/images/product/770db437877b861f291f81c98c064622.256p.jpg,ATX,80+ Bronze,650 W,No,Black,49.99
Cooler Master V1300 Platinum,https://pcpartpicker.com/product/4GyV3C/cooler-master-v1300-platinum-1300-w-80-platinum-certified-fully-modular-atx-power-supply-mpz-d001-afbapv-us,https://m.media-amazon.com/images/I/41q+Hzk4JxL.jpg,ATX,80+ Platinum,1300 W,Full,Black,
SAMA GT,https://pcpartpicker.com/product/Wx9nTW/sama-gt-650-w-80-gold-certified-fully-modular-atx-power-supply-gt650-whgffxx1-us,https://cdna.pcpartpicker.com/static/forever/images/product/99ed51760a854a4d8d5b2c4b304bc1c0.256p.jpg,ATX,80+ Gold,650 W,Full,White,62.99
MSI MEG Ai1300P PCIE5,https://pcpartpicker.com/product/JDGbt6/msi-meg-ai1300p-pcie5-1300-w-80-platinum-certified-fully-modular-atx-power-supply-meg-ai1300p-pcie5,https://cdna.pcpartpicker.com/static/forever/images/product/dbcc01d16fe6fb17f09bc5e55c3e38ae.256p.jpg,ATX,80+ Platinum,1300 W,Full,Black / Copper,359.99
be quiet! Pure Power 12,https://pcpartpicker.com/product/3LWJ7P/be-quiet-pure-power-12-650-w-80-gold-certified-atx-power-supply-bp002us,https://cdna.pcpartpicker.com/static/forever/images/product/40ab38c15b2b0ac6e8a6e597368c7f57.256p.jpg,ATX,80+ Gold,650 W,No,Black,74.89
be quiet! Straight Power 12,https://pcpartpicker.com/product/NyxxFT/be-quiet-straight-power-12-1000-w-80-platinum-certified-fully-modular-atx-power-supply-bn338,https://cdna.pcpartpicker.com/static/forever/images/product/de1f624ef78338c0ed4b1a8813561144.256p.jpg,ATX,80+ Platinum,1000 W,Full,Black,199.90
be quiet! Dark Power Pro 13,https://pcpartpicker.com/product/hMCZxr/be-quiet-dark-power-pro-13-1300-w-80-titanium-certified-fully-modular-atx-power-supply-bn500,https://cdna.pcpartpicker.com/static/forever/images/product/9b430c3ff7af5f5b766cd9653d179624.256p.jpg,ATX,80+ Titanium,1300 W,Full,Black,429.90
be quiet! Straight Power 12,https://pcpartpicker.com/product/GjWJ7P/be-quiet-straight-power-12-1500-w-80-platinum-certified-fully-modular-atx-power-supply-bn340,https://cdna.pcpartpicker.com/static/forever/images/product/5ea07fd9ba33bd3b161eca63f6e4ca96.256p.jpg,ATX,80+ Platinum,1500 W,Full,Black,254.99
Vetroo CP-PSU-VT-850W-SFX (BK),https://pcpartpicker.com/product/GtHp99/vetroo-cp-psu-vt-850w-sfx-bk-850-w-80-gold-certified-fully-modular-sfx-power-supply-cp-psu-vt-850w-sfx-bk,https://m.media-amazon.com/images/I/41h-Yr7RxOL.jpg,SFX,80+ Gold,850 W,Full,Black,119.99
Corsair RM850x SHIFT,https://pcpartpicker.com/product/MgYmP6/corsair-rm850x-shift-850-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020252-na,https://cdna.pcpartpicker.com/static/forever/images/product/7882f867747759b989aa762208c899ed.256p.jpg,ATX,80+ Gold,850 W,Full / Side,Black,139.99
Asus Prime AP-850G,https://pcpartpicker.com/product/BQLdnQ/asus-prime-ap-850g-850-w-80-gold-certified-fully-modular-atx-power-supply-ap-850g,https://cdna.pcpartpicker.com/static/forever/images/product/78e68f418ed5b6051e6e7204102d7094.256p.jpg,ATX,80+ Gold,850 W,Full,White / Black,117.99
Montech APX,https://pcpartpicker.com/product/XrDnTW/montech-apx-550-w-80-certified-atx-power-supply-apx-550w,https://m.media-amazon.com/images/I/41lzr2jX8RL.jpg,ATX,80+,550 W,No,Black,49.99
SeaSonic VERTEX PX-1000,https://pcpartpicker.com/product/m72WGX/seasonic-vertex-px-1000-1000-w-80-platinum-certified-fully-modular-atx-power-supply-vertex-px-1000,https://cdna.pcpartpicker.com/static/forever/images/product/c17cdbd6418fa5750e7f4f517711717a.256p.jpg,ATX,80+ Platinum,1000 W,Full,Black / Silver,269.99
ASRock Steel Legend SL-1000G,https://pcpartpicker.com/product/4jjRsY/asrock-steel-legend-sl-1000g-1000-w-80-gold-certified-fully-modular-atx-power-supply-sl-1000g,https://cdna.pcpartpicker.com/static/forever/images/product/0831b235eea9461d59da3b218e57f673.256p.jpg,ATX,80+ Gold,1000 W,Full,Black,109.99
be quiet! Pure Power 12 M,https://pcpartpicker.com/product/4XsV3C/be-quiet-pure-power-12-m-850-w-80-gold-certified-fully-modular-atx-power-supply-bn505,https://cdna.pcpartpicker.com/static/forever/images/product/58f82e34238ad2132a69775300daa503.256p.jpg,ATX,80+ Gold,850 W,Full,Black,
Lian Li EDGE,https://pcpartpicker.com/product/YYkH99/lian-li-edge-1300-w-80-platinum-certified-fully-modular-atx-power-supply-eg1300,https://cdna.pcpartpicker.com/static/forever/images/product/29833e8353ae67f63a7df509ec4a6367.256p.jpg,ATX,80+ Platinum,1300 W,Full,Black,
Thermaltake Smart BM3,https://pcpartpicker.com/product/XmNYcf/thermaltake-smart-bm3-650-w-80-bronze-certified-semi-modular-atx-power-supply-ps-spd-0650mnfabu-3,https://cdna.pcpartpicker.com/static/forever/images/product/4f3b7e2fa6212bc5d7addadf36fa2b1b.256p.jpg,ATX,80+ Bronze,650 W,Semi,Black,54.10
SeaSonic PRIME TX-1300 ATX 3.1,https://pcpartpicker.com/product/WrcgXL/seasonic-prime-tx-1300-atx-31-1300-w-80-titanium-certified-fully-modular-atx-power-supply-atx3-prime-tx-1300,https://cdna.pcpartpicker.com/static/forever/images/product/b7800614df1d052cc7450cbdbf682079.256p.jpg,ATX,80+ Titanium,1300 W,Full,Black / Silver,479.99
be quiet! Dark Power 13,https://pcpartpicker.com/product/42FmP6/be-quiet-dark-power-13-850-w-80-titanium-certified-fully-modular-atx-power-supply-bn660,https://cdna.pcpartpicker.com/static/forever/images/product/ac6ebb39db158b2d18a6a847537740f7.256p.jpg,ATX,80+ Titanium,850 W,Full,Black,199.90
Corsair SF750 (2018),https://pcpartpicker.com/product/nJrmP6/corsair-sf750-2018-750-w-80-platinum-certified-fully-modular-sfx-power-supply-cp-9020186-na,https://m.media-amazon.com/images/I/41XA+O8OFNL.jpg,SFX,80+ Platinum,750 W,Full,Black,
Asus ROG Thor P3 Gaming,https://pcpartpicker.com/product/WyLp99/asus-rog-thor-p3-gaming-1200-w-80-platinum-certified-fully-modular-atx-power-supply-rog-thor-1200p3-gaming,https://cdna.pcpartpicker.com/static/forever/images/product/1091a0f5fe20d6b83eb1455270498b0a.256p.jpg,ATX,80+ Platinum,1200 W,Full,Black,499.99
Segotep GN,https://pcpartpicker.com/product/Tf3NnQ/segotep-gn-650-w-80-gold-certified-atx-power-supply-cp-psu-st-gn650,https://m.media-amazon.com/images/I/410e35Vh0bL.jpg,ATX,80+ Gold,650 W,No,Black,54.99
Silverstone FX600 Platinum,https://pcpartpicker.com/product/HH6p99/silverstone-fx600-platinum-600-w-flex-atx-power-supply-sst-fx600-pt,https://cdna.pcpartpicker.com/static/forever/images/product/d45f04496f2e4b4c660f0180d2a26b84.256p.jpg,Flex ATX,,600 W,No,Black,192.96
Corsair RM850x (2018),https://pcpartpicker.com/product/VgQG3C/corsair-rm850x-2018-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020180-na,https://m.media-amazon.com/images/I/51Ax0tT-ewL.jpg,ATX,80+ Gold,850 W,Full,Black,184.00
Corsair CX650M (2025),https://pcpartpicker.com/product/3GwD4D/corsair-cx650m-2025-650-w-semi-modular-atx-power-supply-cp-9020310-na,https://cdna.pcpartpicker.com/static/forever/images/product/54f26cb06be0db54a6e46a8ede08cb65.256p.jpg,ATX,,650 W,Semi,Black,79.98
Azza PSAZ-550W,https://pcpartpicker.com/product/JQvD4D/azza-psaz-550w-550-w-80-bronze-certified-atx-power-supply-psaz-550w,https://cdna.pcpartpicker.com/static/forever/images/product/6f78fc48df682023799aa137d24b1743.256p.jpg,ATX,80+ Bronze,550 W,No,Black,
