Name,URL,Image,Type,Color,Power Supply,Side Panel,External Volume,"Internal 3.5"" Bays",Price
In Win DUBILI,https://pcpartpicker.com/product/j3WJ7P/in-win-dubili-atx-full-tower-case-iw-cs-dubiliasb-gld,https://m.media-amazon.com/images/I/51iPaYpHkkL.jpg,ATX Full Tower,Gold / Black,None,Tempered Glass,72.4 L,2,
Thermaltake Ceres 350 MX,https://pcpartpicker.com/product/DWHqqs/thermaltake-ceres-350-mx-atx-mid-tower-case-ca-1z3-00m4wn-00,https://m.media-amazon.com/images/I/31FoeEFPXTL.jpg,ATX Mid Tower,Yellow,None,Tempered Glass,52.5 L,1,151.54
Thermaltake The Tower 500,https://pcpartpicker.com/product/PpPQzy/thermaltake-the-tower-500-atx-mid-tower-case-ca-1x1-00m1wn-00,https://cdna.pcpartpicker.com/static/forever/images/product/a2bccc7cba01a74c94e648f7817db6f1.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,93.9 L,8,
DIYPC ARGB Q10,https://pcpartpicker.com/product/FvNYcf/diypc-argb-q10-atx-mid-tower-case-argb-q10-bk,https://cdna.pcpartpicker.com/static/forever/images/product/b749a3881b20be396c51633f86fb3c9a.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,50.4 L,1,
darkFlash DB330M Mesh,https://pcpartpicker.com/product/8hTFf7/darkflash-db330m-mesh-microatx-mini-tower-case-db330m-mesh-white,https://cdna.pcpartpicker.com/static/forever/images/product/c61446cc999d391aa85a5f9c7fa15a2f.256p.jpg,MicroATX Mini Tower,White,None,Mesh,29.0 L,1,
Cougar Duoface RGB,https://pcpartpicker.com/product/b2t9TW/cougar-duoface-rgb-atx-mid-tower-case-cgr-5zd1b-rgb,https://cdna.pcpartpicker.com/static/forever/images/product/f486c9c25a957d54dc405a3671475ff0.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,43.6 L,2,
Zalman i4,https://pcpartpicker.com/product/fjCZxr/zalman-i4-atx-mid-tower-case-i4-bk,https://m.media-amazon.com/images/I/31DvofmYSzL.jpg,ATX Mid Tower,Black,None,Mesh,43.1 L,2,
Aerocool P300C,https://pcpartpicker.com/product/wDZWGX/aerocool-p300c-microatx-mini-tower-case-p300c-g-wt-v1,/static/forever/img/no-image.png,MicroATX Mini Tower,White,None,Tempered Glass,49.8 L,2,
Thermaltake Core G3,https://pcpartpicker.com/product/V7wqqs/thermaltake-core-g3-atx-mid-tower-case-ca-1g6-00t1wn-00,https://cdna.pcpartpicker.com/static/forever/images/product/bf6f342285b42a5d62992701c1f4b287.256p.jpg,ATX Mid Tower,Black,None,Acrylic,23.6 L,2,
Deepcool MATREXX 55 MESH,https://pcpartpicker.com/product/b9tKHx/deepcool-matrexx-55-mesh-atx-mid-tower-case-dp-atx-matrexx55-mesh,/static/forever/img/no-image.png,ATX Mid Tower,Black,None,Tempered Glass,44.4 L,2,
Streacom DA6 XL,https://pcpartpicker.com/product/GWkWGX/streacom-da6-xl-mini-itx-test-bench-case-st-da6b-xl,https://cdna.pcpartpicker.com/static/forever/images/product/885aff588d4eaec68c90610290cd9d3b.256p.jpg,Mini ITX Test Bench,Black / Silver,None,None,21.5 L,4,
Thermaltake Level 20 VT,https://pcpartpicker.com/product/rPGxFT/thermaltake-level-20-vt-microatx-desktop-case-ca-1l2-00s1wn-00,https://cdna.pcpartpicker.com/static/forever/images/product/2ec40a999717d2d4d17c5ff8751f189e.256p.jpg,MicroATX Desktop,Black / Silver,None,Tempered Glass,49.4 L,3,
Deepcool CC560 ARGB,https://pcpartpicker.com/product/FL4Zxr/deepcool-cc560-argb-atx-mid-tower-case-r-cc560-bktaa4-g-1,https://cdna.pcpartpicker.com/static/forever/images/product/f6738119669f93b0b9471063ae22c01c.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,41.7 L,2,
Acer Predator MI900,https://pcpartpicker.com/product/kMP8TW/acer-predator-mi900-mini-itx-tower-case-dcz3xee001,https://cdna.pcpartpicker.com/static/forever/images/product/115687f30569a1a92ee137fffa32769a.256p.jpg,Mini ITX Tower,White / Black,None,Mesh,15.5 L,0,
Antec Nine Hundred,https://pcpartpicker.com/product/DKmLrH/antec-case-ninehundred,https://m.media-amazon.com/images/I/4150cLRDA+L.jpg,ATX Mid Tower,Black,None,Acrylic,47.1 L,6,
Rosewill THOR V2,https://pcpartpicker.com/product/yGCwrH/rosewill-case-thorv2w,https://m.media-amazon.com/images/I/51hsufSH7xL.jpg,ATX Full Tower,White / Black,None,None,74.8 L,6,
Thermaltake Level 10 GT,https://pcpartpicker.com/product/nPphP6/thermaltake-case-vn10006w2n,https://m.media-amazon.com/images/I/41xcXi4EstL.jpg,ATX Full Tower,White / Black,None,Acrylic,97.2 L,5,
Corsair Carbide Series 88R,https://pcpartpicker.com/product/shtWGX/corsair-case-cc9011086ww,https://cdna.pcpartpicker.com/static/forever/images/product/946efe511e07457f11f4b9c40268094d.256p.jpg,MicroATX Mid Tower,Black,None,Acrylic,,2,
EVGA DG-86,https://pcpartpicker.com/product/RVCrxr/evga-dg-86-atx-full-tower-case-100-e1-1014-k0,https://m.media-amazon.com/images/I/412IENQ5--L.jpg,ATX Full Tower,Gray,None,Acrylic,,8,
Thermaltake View 31 TG,https://pcpartpicker.com/product/t7Jkcf/thermaltake-view-31-tg-rgb-atx-mid-tower-case-ca-1h8-00m1wn-01,https://m.media-amazon.com/images/I/51STInKyjuL.jpg,ATX Mid Tower,Black,None,Acrylic,63.5 L,3,
Cooler Master Cosmos C700P,https://pcpartpicker.com/product/hdNypg/cooler-master-cosmos-c700p-atx-full-tower-case-mcc-c700p-mg5n-s00,https://cdna.pcpartpicker.com/static/forever/images/product/c3f9ed3632b32848bc1226486a9b56b0.256p.jpg,ATX Full Tower,Black / Silver,None,Tempered Glass,127.3 L,2,
NZXT H200i,https://pcpartpicker.com/product/Yj8H99/nzxt-h200i-whiteblack-mini-itx-tower-case-ca-h200w-wb,https://cdna.pcpartpicker.com/static/forever/images/product/a9c716c640ef590b84480fcd9531e0ae.256p.jpg,Mini ITX Tower,White / Black,None,Tempered Glass,27.3 L,1,
Corsair SPEC-OMEGA RGB,https://pcpartpicker.com/product/bWzkcf/corsair-spec-omega-rgb-atx-mid-tower-case-cc-9011141-ww,https://cdna.pcpartpicker.com/static/forever/images/product/237fca9c5acc901106d5dc0efe2e9005.256p.jpg,ATX Mid Tower,White / Black,None,Tempered Glass,,3,
Corsair Obsidian Series 500D Premium,https://pcpartpicker.com/product/hXfhP6/corsair-500d-premium-atx-mid-tower-case-cc-9011116-ww,https://cdna.pcpartpicker.com/static/forever/images/product/d899038e788d50b47fd55b80dc361f13.256p.jpg,ATX Mid Tower,Black,None,Tinted Tempered Glass,59.4 L,2,
Tecware Nexus M,https://pcpartpicker.com/product/xRrmP6/tecware-nexus-m-b-microatx-mid-tower-case-nexus-m-b,/static/forever/img/no-image.png,MicroATX Mid Tower,Black,None,Tempered Glass,,2,
NZXT H500i,https://pcpartpicker.com/product/3ZqhP6/nzxt-h500i-black-atx-mid-tower-case-ca-h500w-b1,https://cdna.pcpartpicker.com/static/forever/images/product/2c673040da9776f98a61e64e28b1720f.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,41.3 L,3,
NZXT H210,https://pcpartpicker.com/product/x7hmP6/nzxt-h210-mini-itx-tower-case-ca-h210b-w1,https://cdna.pcpartpicker.com/static/forever/images/product/193c3c437873b5408eda464dca4a03cb.256p.jpg,Mini ITX Tower,White,None,Tempered Glass,27.3 L,1,
Rosewill Zircon I,https://pcpartpicker.com/product/mDxbt6/rosewill-zircon-i-atx-mid-tower-case-zircon-i,https://cdna.pcpartpicker.com/static/forever/images/product/2fbc4dbfc0661f5051a5ef0bfce9705e.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,43.4 L,2,
Fractal Design Meshify 2,https://pcpartpicker.com/product/jqTzK8/fractal-design-meshify-2-atx-mid-tower-case-fd-c-mes2a-02,https://cdna.pcpartpicker.com/static/forever/images/product/44c3adb0643a62248e71ffc037f1359f.256p.jpg,ATX Mid Tower,Black,None,Tinted Tempered Glass,61.7 L,6,
BitFenix Nova Mesh SE,https://pcpartpicker.com/product/kRQfrH/bitfenix-nova-mesh-se-atx-mid-tower-case-bfc-nse-300-wwgkw-4a,https://cdna.pcpartpicker.com/static/forever/images/product/40188063d25ed3337b179c7424aba71f.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,36.1 L,2,
GameMax Vista M,https://pcpartpicker.com/product/G8BzK8/gamemax-vista-m-microatx-mini-tower-case-vista-mw,https://cdna.pcpartpicker.com/static/forever/images/product/08ca0172dfe1158910b345fd2c1be887.256p.jpg,MicroATX Mini Tower,White,None,Tempered Glass,40.9 L,2,
FormD T1 V2.1 Aluminum Coated,https://pcpartpicker.com/product/c6BFf7/formd-t1-v21-aluminum-coated-mini-itx-desktop-case-50065562861886,/static/forever/img/no-image.png,Mini ITX Desktop,Silver,None,Mesh,,0,
Genesis Irid 505 ARGB V2,https://pcpartpicker.com/product/7hBFf7/genesis-irid-505-argb-v2-atx-mid-tower-case-npc-1518,https://cdna.pcpartpicker.com/static/forever/images/product/a0fc61f344118485a0b2266219fe59e6.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,50.2 L,2,
Thermaltake CTE C700 TG ARGB,https://pcpartpicker.com/product/4XYRsY/thermaltake-cte-c700-tg-argb-atx-mid-tower-case-ca-1x7-00f1wn-01,https://cdna.pcpartpicker.com/static/forever/images/product/5e1028e752b64ec47d2ecdb0ac814c96.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,93.8 L,7,149.99
Enermax MarbleShell MS31 RGB,https://pcpartpicker.com/product/28kH99/enermax-marbleshell-ms31-rgb-atx-mid-tower-case-eca-ms31-ww-argb,https://m.media-amazon.com/images/I/41LlfE7fERL.jpg,ATX Mid Tower,White,None,Tempered Glass,41.0 L,2,
Cougar Duoface Pro RGB,https://pcpartpicker.com/product/W33NnQ/cougar-duoface-pro-rgb-atx-mid-tower-case-cgr-5ad1w-rgb,https://m.media-amazon.com/images/I/31BY6dBUpsL.jpg,ATX Mid Tower,White,None,Tempered Glass,55.4 L,2,84.99
Thermaltake The Tower 300,https://pcpartpicker.com/product/tRfxFT/thermaltake-the-tower-300-microatx-mini-tower-case-ca-1y4-00sjwn-00,https://cdna.pcpartpicker.com/static/forever/images/product/4580b56ae462fab1f34938d0f7176ffc.256p.jpg,MicroATX Mini Tower,Green / Pink,None,Tempered Glass,53.0 L,3,149.99
Corsair 2500X Satin,https://pcpartpicker.com/product/FQkH99/corsair-2500x-satin-microatx-mini-tower-case-cc-9011289-ww,https://cdna.pcpartpicker.com/static/forever/images/product/cdf934b8cb04f1f45efea59e0e5464ed.256p.jpg,MicroATX Mini Tower,White / Gray,None,Tempered Glass,54.8 L,2,
iTek Dark Cave DS,https://pcpartpicker.com/product/7rqNnQ/itek-dark-cave-ds-atx-mid-tower-case-itgcadcdsb,https://m.media-amazon.com/images/I/51iLN3YfMAL.jpg,ATX Mid Tower,Black,None,Tempered Glass,49.6 L,2,
Aerocool Trinity Mini V2,https://pcpartpicker.com/product/qsnypg/aerocool-trinity-mini-v2-microatx-mini-tower-case-trinity-mini-g-bk-v2,https://cdna.pcpartpicker.com/static/forever/images/product/d7ab11f261193b21d7f5863a9340b348.256p.jpg,MicroATX Mini Tower,Black,None,Tempered Glass,28.1 L,2,113.59
Apevia Prism Elite,https://pcpartpicker.com/product/7CkH99/apevia-prism-elite-atx-mid-tower-case-prism-elite-wh,https://m.media-amazon.com/images/I/51VNRjDsR+L.jpg,ATX Mid Tower,White,None,Tempered Glass,47.9 L,2,
Genesis Diaxid 605F,https://pcpartpicker.com/product/pWy8TW/genesis-diaxid-605f-atx-mid-tower-case-npc-2046,https://cdna.pcpartpicker.com/static/forever/images/product/424e159c2784c53103806ee12c0159e8.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,42.5 L,2,
TRYX LUCA L70,https://pcpartpicker.com/product/TFcgXL/tryx-luca-l70-atx-mid-tower-case-c-l700n-nn0h-g0w,https://cdna.pcpartpicker.com/static/forever/images/product/59767a330a244d8e5c43e166a6190021.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,80.9 L,0,
Lazer3D LZX-8 Stealth,https://pcpartpicker.com/product/mbBG3C/lazer3d-lzx-8-stealth-mini-itx-desktop-case-lzx-8-stealth,https://cdna.pcpartpicker.com/static/forever/images/product/9ede279e1ca9f0cde13bb0b6fe306504.256p.jpg,Mini ITX Desktop,Black,None,None,8.6 L,1,
Phanteks Eclipse P600S,https://pcpartpicker.com/product/3BddnQ/phanteks-eclipse-p600s-atx-mid-tower-case-ph-ec600pstg_dmw01,https://cdna.pcpartpicker.com/static/forever/images/product/49b413f01bc2998856aebf7222e1880e.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,,4,
Phanteks Eclipse P400A Digital,https://pcpartpicker.com/product/FP3mP6/phanteks-eclipse-p400a-digital-atx-mid-tower-case-ph-ec400atg_dwt,https://cdna.pcpartpicker.com/static/forever/images/product/5b2cb9f6fb0522a1ef0ef83a69f2524a.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,45.9 L,2,
Thermaltake Core P6,https://pcpartpicker.com/product/Bt4Ycf/thermaltake-core-p6-atx-mid-tower-case-ca-1v2-00m1wn-00,https://cdna.pcpartpicker.com/static/forever/images/product/88d5006cb07d16bef8562d940f8f510f.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,76.4 L,4,
GameMax Vista A,https://pcpartpicker.com/product/wB3NnQ/gamemax-vista-a-atx-mid-tower-case-vista-aw,https://cdna.pcpartpicker.com/static/forever/images/product/a791abb37990df574ab68877b09add76.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,44.1 L,2,
Antec CX500M ARGB,https://pcpartpicker.com/product/NZsV3C/antec-cx500m-argb-microatx-mini-tower-case-0-761345-10144-8,https://cdna.pcpartpicker.com/static/forever/images/product/d81c07208b12f15f65dc0ad3bf9596e5.256p.jpg,MicroATX Mini Tower,White,None,Tempered Glass,40.8 L,2,
Zalman CHRONIX,https://pcpartpicker.com/product/fPvscf/zalman-chronix-atx-mid-tower-case-chronix-white,https://cdna.pcpartpicker.com/static/forever/images/product/6d81f66602f2b19e9aac45fff1d4684c.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,45.7 L,2,
Cougar PANZER MAX-G,https://pcpartpicker.com/product/Q6LwrH/cougar-panzer-max-g-atx-full-tower-case-panzer-max-g,https://cdna.pcpartpicker.com/static/forever/images/product/50ed889fb971e29faf79ab0d8427f7fb.256p.jpg,ATX Full Tower,Black,None,Tempered Glass,90.5 L,2,
Cougar MX330-X,https://pcpartpicker.com/product/XZnG3C/cougar-mx330-x-atx-mid-tower-case-mx330-x,https://cdna.pcpartpicker.com/static/forever/images/product/7e3dc0c307469231da0703b690b7781e.256p.jpg,ATX Mid Tower,Black,None,None,39.4 L,2,
Phanteks Eclipse P500A D-RGB,https://pcpartpicker.com/product/GmhmP6/phanteks-eclipse-p500a-d-rgb-atx-mid-tower-case-ph-ec500atg_dwt01,https://cdna.pcpartpicker.com/static/forever/images/product/99a2867f72815aefb003b1eee793dfb0.256p.jpg,ATX Mid Tower,White / Black,None,Tempered Glass,,2,
Cooler Master HAF 932,https://pcpartpicker.com/product/y3DwrH/cooler-master-case-rc932kkn3gp,https://cdna.pcpartpicker.com/static/forever/images/product/a2525878700ae3c371dae8b519104329.med.256p.jpg,ATX Full Tower,Black,None,Acrylic,76.7 L,5,
Cooler Master HAF 922,https://pcpartpicker.com/product/cjxfrH/cooler-master-case-rc922mkkn1gp,https://m.media-amazon.com/images/I/41uOY-iOH2L.jpg,ATX Mid Tower,Black,None,None,71.5 L,5,
NZXT H2,https://pcpartpicker.com/product/pBBv6h/nzxt-case-h2001bk,https://images-na.ssl-images-amazon.com/images/I/411ToQAxmIL.jpg,ATX Mid Tower,Black,None,None,51.8 L,8,
Thermaltake Versa H22,https://pcpartpicker.com/product/Pm4gXL/thermaltake-case-ca1b300m1nn00,https://images-na.ssl-images-amazon.com/images/I/51kIRK0AxJL.jpg,ATX Mid Tower,Black,None,None,42.8 L,0,
NOX Hummer MC,https://pcpartpicker.com/product/gGkwrH/nox-nxhummermcb-atx-mid-tower-case-nxhummermcb,https://m.media-amazon.com/images/I/41DvzczMqCL.jpg,ATX Mid Tower,Black / Red,None,Acrylic,43.6 L,2,
Cooler Master MasterBox Lite 5 RGB,https://pcpartpicker.com/product/Fj38TW/cooler-master-masterbox-lite-5-rgb-atx-mid-tower-case-mcw-l5s3-kgnn-02,https://m.media-amazon.com/images/I/41NYEfNgodL.jpg,ATX Mid Tower,Black,None,Tempered Glass,42.7 L,2,
Corsair Carbide Series SPEC-06,https://pcpartpicker.com/product/96PKHx/corsair-carbide-spec-06-rgb-atx-mid-tower-case-cc-9011146-ww,https://cdna.pcpartpicker.com/static/forever/images/product/d719f8d9f77586947ce311d0de640a79.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,,2,
darkFlash DLM 22,https://pcpartpicker.com/product/DBbCmG/darkflash-dlm-22-microatx-mid-tower-case-dlm-22-black,https://m.media-amazon.com/images/I/41qJEyqgWKL.jpg,MicroATX Mid Tower,Black,None,Tempered Glass,,2,
NZXT H7 Elite (2022),https://pcpartpicker.com/product/XNmmP6/nzxt-h7-elite-atx-mid-tower-case-cm-h71eb-01,https://cdna.pcpartpicker.com/static/forever/images/product/5f43d0e43700045fdf9938fa5bc8632f.256p.jpg,ATX Mid Tower,,None,Tempered Glass,55.8 L,2,
Antec NX210,https://pcpartpicker.com/product/pfTp99/antec-nx210-atx-mid-tower-case-nx210,https://m.media-amazon.com/images/I/41xPzFmg+AL.jpg,ATX Mid Tower,Black,None,Tempered Glass,36.9 L,1,
Cougar Airface RGB,https://pcpartpicker.com/product/rMqPxr/cougar-airface-rgb-atx-mid-tower-case-385zd100004,https://cdna.pcpartpicker.com/static/forever/images/product/5330049d23eb1d72cec30e1908a99095.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,43.6 L,2,
In Win Chopin Pro,https://pcpartpicker.com/product/sW2WGX/in-win-chopin-pro-htpc-case-w200-w-power-supply-iw-cs-chopingre-ps200w,https://m.media-amazon.com/images/I/41EXUOgQOES.jpg,HTPC,Black,200 W,Mesh,4.4 L,0,
YEYIAN Lancer,https://pcpartpicker.com/product/vsQKHx/yeyian-lancer-atx-mid-tower-case-ycm-aplan-01,https://m.media-amazon.com/images/I/410PZd6jkwL.jpg,ATX Mid Tower,Black,None,Tempered Glass,35.1 L,2,
Asus A32,https://pcpartpicker.com/product/PvcBD3/asus-a32-atx-mid-tower-case-a32-white,/static/forever/img/no-image.png,ATX Mid Tower,White,None,Tempered Glass,48.4 L,2,
Aerocool Cipher,https://pcpartpicker.com/product/x2RnTW/aerocool-cipher-atx-mid-tower-case-cipher-s-bk-v1,https://cdna.pcpartpicker.com/static/forever/images/product/720622c9ad74fb81e650ec7ceaee849b.256p.jpg,ATX Mid Tower,Black,None,None,48.2 L,12,
Chieftec CI-01B-OP,https://pcpartpicker.com/product/vpjNnQ/chieftec-ci-01b-op-microatx-desktop-case-ci-01b-op,https://cdna.pcpartpicker.com/static/forever/images/product/62a7c53b2147e469f5a2aa9224062dca.256p.jpg,MicroATX Desktop,Black,None,None,33.6 L,2,99.06
Silverstone DS380B,https://pcpartpicker.com/product/bpZQzy/silverstone-case-ds380b,https://cdna.pcpartpicker.com/static/forever/images/product/a7c0056787fb5750d21d3bae92864942.256p.jpg,Mini ITX Tower,Black,None,None,,0,232.19
Thermaltake S370 WS,https://pcpartpicker.com/product/BXNscf/thermaltake-s370-ws-atx-mid-tower-case-ca-11j-00m6wn-00,https://cdna.pcpartpicker.com/static/forever/images/product/07084521369482bdb1e50749c5374c80.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,57.9 L,4,98.39
Cougar Duoface RGB,https://pcpartpicker.com/product/WcddnQ/cougar-duoface-rgb-atx-mid-tower-case-cgr-5zd1w-rgb,https://cdna.pcpartpicker.com/static/forever/images/product/acfe15ccbffb696cddef8df0db72f817.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,43.6 L,2,
FSP Group CUT593P,https://pcpartpicker.com/product/NTRwrH/fsp-group-cut593p-atx-full-tower-case-cut593p-white,https://cdna.pcpartpicker.com/static/forever/images/product/61618932414d18bb1cc55f454e6764d3.256p.jpg,ATX Full Tower,White,None,Tempered Glass,62.6 L,3,139.99
Silverstone FARA 514X,https://pcpartpicker.com/product/rGyH99/silverstone-fara-514x-atx-mid-tower-case-sst-fa514x-bg,https://cdna.pcpartpicker.com/static/forever/images/product/1075e7aa5e1407e72425294bdef64fee.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,49.7 L,2,106.93
Thermaltake CTE E600,https://pcpartpicker.com/product/p826Mp/thermaltake-cte-e600-atx-mid-tower-case-ca-1y3-00mfwn-00,https://cdna.pcpartpicker.com/static/forever/images/product/55f9adeb75983bb45c7453acb624e4e1.256p.jpg,ATX Mid Tower,Blue,None,Tempered Glass,77.4 L,2,104.98
SHARKOON VK3,https://pcpartpicker.com/product/tVtLrH/sharkoon-vk3-atx-mid-tower-case-4044951041220,https://m.media-amazon.com/images/I/310S5t045bL.jpg,ATX Mid Tower,Black,None,None,40.5 L,2,
Thermaltake View 600,https://pcpartpicker.com/product/fHQwrH/thermaltake-view-600-atx-mid-tower-case-ca-11h-00flwn-00,https://cdna.pcpartpicker.com/static/forever/images/product/b13a20835d175de483dce58c719501f3.256p.jpg,ATX Mid Tower,Blue / Red,None,Tempered Glass,81.4 L,3,169.99
Thermaltake The Tower 100,https://pcpartpicker.com/product/Rgytt6/thermaltake-the-tower-100-mini-itx-tower-case-ca-1r3-00sbwn-00,https://cdna.pcpartpicker.com/static/forever/images/product/b04cce7643ce8efafc41ce892320cfb0.256p.jpg,Mini ITX Tower,Turquoise / Black,None,Tempered Glass,32.7 L,2,
ENDORFY Signum 300 Air,https://pcpartpicker.com/product/gvV2FT/endorfy-signum-300-air-atx-mid-tower-case-ey2a005,https://cdna.pcpartpicker.com/static/forever/images/product/16ca2ae21241b3288b3688b43e196ceb.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,39.9 L,2,134.50
Geometric Future M4 Caliburn,https://pcpartpicker.com/product/VcNYcf/geometric-future-m4-caliburn-atx-mid-tower-case-geo-m4-cal,https://cdna.pcpartpicker.com/static/forever/images/product/7972ea550ef0051c8e754ba3eb50836d.256p.jpg,ATX Mid Tower,Black / Silver,None,Tempered Glass,37.9 L,2,
Chieftec Hunter 3,https://pcpartpicker.com/product/wPYfrH/chieftec-hunter-3-atx-mid-tower-case-gs-03b-op,https://cdna.pcpartpicker.com/static/forever/images/product/d6053f3dde2df394b03bf1f03dd38008.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,47.1 L,2,
ADATA XPG INVADER X,https://pcpartpicker.com/product/7jhv6h/adata-xpg-invader-x-atx-mid-tower-case-invaderxmt-whcww,https://cdna.pcpartpicker.com/static/forever/images/product/fd53d9e0db65cecac7fdbf6ce147fd38.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,52.1 L,3,
NOX LITE030,https://pcpartpicker.com/product/yFbypg/nox-lite030-microatx-mid-tower-case-w500-w-power-supply-nxlite030,https://cdna.pcpartpicker.com/static/forever/images/product/b66a12987e8a373301354924c4f2a13d.256p.jpg,MicroATX Mid Tower,Black,500 W,None,19.6 L,3,
NZXT H7,https://pcpartpicker.com/product/PNmmP6/nzxt-h7-atx-mid-tower-case-cm-h71bb-01,https://cdna.pcpartpicker.com/static/forever/images/product/9ca020f99f8d7f9e24958c13928bab0d.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,55.8 L,2,
KOLINK OBSERVATORY LITE MESH RGB,https://pcpartpicker.com/product/ztTzK8/kolink-observatory-lite-mesh-rgb-atx-mid-tower-case-observatory-lite-mesh,https://cdna.pcpartpicker.com/static/forever/images/product/7f52f2f9b2f89aacf45972285ecef44e.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,,2,
