Name,URL,Image,Style,Switch Type,Backlit,Tenkeyless,Connection Type,Color,Price
ENDORFY Thock,https://pcpartpicker.com/product/CZrp99/endorfy-thock-rgb-bluetoothwirelesswired-gaming-keyboard-ey5a080,https://m.media-amazon.com/images/I/41Oo7I+4G2L.jpg,Gaming,Kailh Box Red,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black,
Cobra Polygon,https://pcpartpicker.com/product/dXTmP6/cobra-keyboard-ekm075bk,https://m.media-amazon.com/images/I/41ATIwu2KeL.jpg,Gaming,,None,No,Wired,Black / Blue,
Apple Magic,https://pcpartpicker.com/product/cHGj4D/apple-magic-bluetooth-wireless-slim-keyboard-mla22lla,https://cdna.pcpartpicker.com/static/forever/images/product/48cd7ed3f96d824b6afcc9ba9e5d8cc9.256p.jpg,Slim,,None,No,Bluetooth Wireless,White,99.98
Corsair K70 RGB TKL CHAMPION SERIES,https://pcpartpicker.com/product/zY92FT/corsair-k70-rgb-tkl-champion-series-wired-gaming-keyboard-ch-9119014-na,https://cdna.pcpartpicker.com/static/forever/images/product/0bced8165e1d4c4fba00b0ecb31ea485.256p.jpg,Gaming,Cherry MX Speed Silver,RGB,Yes,Wired,Black,
Redragon K550-W RGB Yama,https://pcpartpicker.com/product/64Jtt6/redragon-k550-w-rgb-yama-wired-gaming-keyboard-k550-w,https://m.media-amazon.com/images/I/41jQxRj+BaL.jpg,Gaming,Outemu Purple,RGB,No,Wired,White,
Razer Huntsman Tournament Edition,https://pcpartpicker.com/product/tBqBD3/razer-huntsman-tournament-edition-wired-gaming-keyboard-rz03-03080200-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/db68a67434a6d6a647bae458e1dbd016.256p.jpg,Gaming,Razer Red Optical Linear,RGB,Yes,Wired,Black,
Wooting Two HE,https://pcpartpicker.com/product/pMTp99/wooting-two-he-rgb-wired-gaming-keyboard-wk2-ans-l60-001,/static/forever/img/no-image.png,Gaming,Lekker linear60,RGB,No,Wired,Black,
Redragon K615 Elise,https://pcpartpicker.com/product/rHpQzy/redragon-k615-elise-rgb-wired-mini-keyboard-k615-r,https://m.media-amazon.com/images/I/41S4fRe6z6L.jpg,Mini,Outemu Blue Low Profile,RGB,Yes,Wired,Black,
MCHOSE Ace 60 Pro,https://pcpartpicker.com/product/ZW9nTW/mchose-ace-60-pro-rgb-wired-gaming-keyboard-ace60-7a,https://cdna.pcpartpicker.com/static/forever/images/product/47b050f08d2a813902ae4d46bd0d0b6f.256p.jpg,Gaming,TTC Uranus Magnetic,RGB,Yes,Wired,White,
MCHOSE Ace68 E-sport,https://pcpartpicker.com/product/MXfV3C/mchose-ace68-e-sport-rgb-wired-gaming-keyboard-mc-ace68-7,https://m.media-amazon.com/images/I/41aQfKEcUAL.jpg,Gaming,TTC Uranus Magnetic eSports,RGB,Yes,Wired,Black / Translucent Gray,
Logitech G915 X LIGHTSPEED,https://pcpartpicker.com/product/NRZXsY/logitech-g915-x-lightspeed-rgb-wiredwirelessbluetooth-gaming-keyboard-920-012704,https://cdna.pcpartpicker.com/static/forever/images/product/f8ec959aa02b46b66cbd97a6e5be894d.256p.jpg,Gaming,Logitech Low-Profile GL Clicky,RGB,No,"Wired, Wireless, Bluetooth Wireless",Black,209.99
HP HyperX Alloy Origins,https://pcpartpicker.com/product/wJ2bt6/hp-hyperx-alloy-origins-rgb-wired-gaming-keyboard-hx-kb6aqx-us,https://cdna.pcpartpicker.com/static/forever/images/product/f56e892959a3ea97fb2ad96a8d5eed15.256p.jpg,Gaming,HyperX Aqua,RGB,No,Wired,Black,99.99
ROCCAT Magma,https://pcpartpicker.com/product/YxRYcf/roccat-magma-rgb-wired-gaming-keyboard-roc-12-582,https://m.media-amazon.com/images/I/41Q3jWx1fkL.jpg,Gaming,,RGB,No,Wired,Black,37.94
Corsair K70 CORE SE RGB w/Palmrest,https://pcpartpicker.com/product/bnMMnQ/corsair-k70-core-se-rgb-wpalmrest-wired-gaming-keyboard-ch-9109d1e-na,https://cdna.pcpartpicker.com/static/forever/images/product/9dd4daa4067431a8e38e69b3cc21f075.256p.jpg,Gaming,Corsair MLX Red Linear,RGB,No,Wired,White / Gray,
Logitech PRO X,https://pcpartpicker.com/product/ZMyH99/logitech-pro-x-rgb-gaming-keyboard-920-012122,https://cdna.pcpartpicker.com/static/forever/images/product/7379b3c39228ee8f36c7642f6855da9f.256p.jpg,Gaming,Logitech GX Red Linear,RGB,Yes,,Black,208.99
Logitech K400,https://pcpartpicker.com/product/9BK7YJ/logitech-keyboard-920003070,https://cdna.pcpartpicker.com/static/forever/images/product/498d34a94c80524243b56353b5578117.256p.jpg,Slim,,None,Yes,Wireless,Black,61.99
Happy Hacking Professional 2,https://pcpartpicker.com/product/NgGkcf/happy-hacking-keyboard-pdkb400w,https://m.media-amazon.com/images/I/510YYWlxQlL.jpg,Standard,Topre 45g,None,Yes,Wired,White,
MSI VIGOR,https://pcpartpicker.com/product/TmWzK8/msi-vigor-gk20-rgb-wired-gaming-keyboard-vigor-gk20,https://cdna.pcpartpicker.com/static/forever/images/product/b8214703ea1ea460316ae84a80edfe20.256p.jpg,Gaming,,RGB,No,Wired,Black / Gray,
Razer Huntsman V2,https://pcpartpicker.com/product/MPcG3C/razer-huntsman-v2-rgb-wired-gaming-keyboard-rz03-03930400-r3u1,https://m.media-amazon.com/images/I/4182pNjGG8L.jpg,Gaming,Razer Purple Optical Clicky,RGB,No,Wired,Black,197.99
Verbatim 70724,https://pcpartpicker.com/product/h8YmP6/verbatim-70724-wireless-slim-keyboard-with-laser-mouse-70724,https://cdna.pcpartpicker.com/static/forever/images/product/fea5f19d44458cbb1949124b9c1aede4.256p.jpg,Slim,,None,No,Wireless,Black,34.20
Logitech G515 LIGHTSPEED,https://pcpartpicker.com/product/NgGhP6/logitech-g515-lightspeed-rgb-wirelessbluetoothwired-gaming-keyboard-920-012548,https://cdna.pcpartpicker.com/static/forever/images/product/f6b18f2c795298d89960a0ece2ae2330.256p.jpg,Gaming,GL Linear V2,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black,
Das Keyboard 4 Professional,https://pcpartpicker.com/product/YFFPxr/das-keyboard-keyboard-dask4mkprosil,https://cdna.pcpartpicker.com/static/forever/images/product/ac6aa453f4e2f4850949282d44ec45ca.med.256p.jpg,Standard,Cherry MX Brown,None,No,Wired,Black / Red,199.00
EVGA Z20,https://pcpartpicker.com/product/CxcG3C/evga-z20-rgb-wired-gaming-keyboard-811-w1-20us-kr,https://cdna.pcpartpicker.com/static/forever/images/product/7ede95a043226556fce3aebddf1edbed.256p.jpg,Gaming,LK Light Strike Linear,RGB,No,Wired,Black,
MSI FORGE TKL WIRELESS MLG EDITION,https://pcpartpicker.com/product/Bn4Pxr/msi-forge-tkl-wireless-mlg-edition-rgb-bluetoothwirelesswired-gaming-keyboard-forge-tkl-wireless-mlg-edition,https://cdna.pcpartpicker.com/static/forever/images/product/da2b2ea2f25444ccf3ff628c77e8b73d.256p.jpg,Gaming,KTT Purple Star,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Red / Purple,
Corsair K70 RGB RAPIDFIRE,https://pcpartpicker.com/product/KW4NnQ/corsair-k70-rgb-rapidfire-wired-gaming-keyboard-ch-9101014-na,https://cdna.pcpartpicker.com/static/forever/images/product/9984389102915b846f3226e1b6acf404.256p.jpg,Gaming,Cherry MX Speed Silver,RGB,No,Wired,Black,
Razer BlackWidow V3 Pro,https://pcpartpicker.com/product/Rr3mP6/razer-blackwidow-v3-pro-rgb-wireless-gaming-keyboard-rz03-03531700-r3m1,https://cdna.pcpartpicker.com/static/forever/images/product/1f94302307fb749909f1ae67d927db85.256p.jpg,Gaming,Razer Yellow,RGB,No,Wireless,Black,
Razer Cynosa V2,https://pcpartpicker.com/product/QJzFf7/razer-cynosa-v2-rgb-wired-gaming-keyboard-rz03-03400200-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/063c57d6978407fd72a27c58e8facc39.256p.jpg,Gaming,,RGB,No,Wired,Black,
Keychron V1 Max,https://pcpartpicker.com/product/vDgrxr/keychron-v1-max-bluetoothwirelesswired-mini-keyboard-v1m-d4,https://cdna.pcpartpicker.com/static/forever/images/product/0fa9477ddf28c437d6a7172934ef5b81.256p.jpg,Mini,Gateron Jupiter Banana,None,Yes,"Wired, Wireless, Bluetooth Wireless",Black / Blue,
Keychron Q3 HE QMK,https://pcpartpicker.com/product/4XmNnQ/keychron-q3-he-qmk-rgb-wirelessbluetoothwired-standard-keyboard-q3h-m1,https://cdna.pcpartpicker.com/static/forever/images/product/55662a4097e9354e6bdb33a04a1c79e5.256p.jpg,Standard,Gateron Magnetic Nebula,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black / White,
MCHOSE Ace 60,https://pcpartpicker.com/product/TFPv6h/mchose-ace-60-rgb-wired-gaming-keyboard-ace60-6a,https://cdna.pcpartpicker.com/static/forever/images/product/68213bf9ad6c64591eb485769c27eb0b.256p.jpg,Gaming,TTC Uranus Magnetic,RGB,Yes,Wired,Black,
Razer BlackWidow V4 X,https://pcpartpicker.com/product/TB88TW/razer-blackwidow-v4-x-rgb-wired-gaming-keyboard-rz03-04701900-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/216c097f15fe00ae96a511f56ce2b195.256p.jpg,Gaming,Razer Yellow,RGB,No,Wired,Black,99.99
Tecware Phantom+,https://pcpartpicker.com/product/b7WmP6/tecware-phantom-rgb-wired-gaming-keyboard-twkb-p87pzt-wrd,https://m.media-amazon.com/images/I/41RtCeZqQOL.jpg,Gaming,Tecware Wraith Red,RGB,Yes,Wired,Black,44.99
Logitech G915 X,https://pcpartpicker.com/product/DB88TW/logitech-g915-x-rgb-wired-gaming-keyboard-920-012950,https://cdna.pcpartpicker.com/static/forever/images/product/d7ef6f98cacc314b80dae087fb1b3b42.256p.jpg,Gaming,Logitech GL Linear,RGB,No,Wired,Black,154.99
Logitech MK540 ADVANCED,https://pcpartpicker.com/product/syzFf7/logitech-mk540-advanced-wirelesswired-standard-keyboard-with-optical-mouse-920-008684,https://cdna.pcpartpicker.com/static/forever/images/product/0864c08f7868112fe537ebdd528ddf61.256p.jpg,Standard,,None,No,"Wired, Wireless",Black,54.99
Logitech MK295 Silent,https://pcpartpicker.com/product/LvQKHx/logitech-mk295-silent-wirelesswired-standard-keyboard-with-optical-mouse-920-009799,https://cdna.pcpartpicker.com/static/forever/images/product/3b7c0e6f318aded4e19c289c9d678416.256p.jpg,Standard,,None,No,"Wired, Wireless",Black,
Cherry JK-0800,https://pcpartpicker.com/product/Pj3RsY/cherry-keyboard-jk0800eu2,https://cdna.pcpartpicker.com/static/forever/images/product/a2ed7f5c755763118f27cda5568a5881.256p.jpg,Standard,,None,No,Wired,Black,20.64
Logitech G915 LIGHTSPEED TKL,https://pcpartpicker.com/product/QtwmP6/logitech-g915-lightspeed-tkl-rgb-wirelesswiredbluetooth-gaming-keyboard-920-012753,https://cdna.pcpartpicker.com/static/forever/images/product/d9dde750d397d5b5a94e2144132aafc8.256p.jpg,Gaming,Logitech Low-Profile GL Clicky,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black,218.49
Logitech G915 LIGHTSPEED TKL,https://pcpartpicker.com/product/FcWJ7P/logitech-g915-lightspeed-tkl-rgb-wirelesswiredbluetooth-gaming-keyboard-920-012732,https://cdna.pcpartpicker.com/static/forever/images/product/63f82fdf7355050bdebf3c98071846d3.256p.jpg,Gaming,Logitech Low-Profile GL Tactile,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",White / Silver,218.49
Logitech G515,https://pcpartpicker.com/product/FB88TW/logitech-g515-rgb-wired-gaming-keyboard-920-012868,https://m.media-amazon.com/images/I/31w9dJ7cFML.jpg,Gaming,Logitech Low-Profile GL Tactile,RGB,Yes,Wired,Black,98.74
Corsair K70 PRO MINI,https://pcpartpicker.com/product/zJrRsY/corsair-k70-pro-mini-rgb-wirelesswiredbluetooth-mini-keyboard-ch-9189014-na,https://cdna.pcpartpicker.com/static/forever/images/product/c88572938972e8ef6ff1e1a9ff630e97.256p.jpg,Mini,Cherry MX Speed Silver,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black,
Logitech PRO X,https://pcpartpicker.com/product/YxV2FT/logitech-pro-x-rgb-gaming-keyboard-920-012127,https://cdna.pcpartpicker.com/static/forever/images/product/365fa3d424e170ac4b0be1b01638986e.256p.jpg,Gaming,Logitech GX Brown Tactile,RGB,Yes,,Black,175.00
Verbatim 99201,https://pcpartpicker.com/product/jz7CmG/verbatim-keyboard-99201,https://m.media-amazon.com/images/I/416bHr9P4yL.jpg,Standard,,None,No,Wired,Black,13.19
SteelSeries Apex 100,https://pcpartpicker.com/product/drKcCJ/steelseries-apex-100-wired-gaming-keyboard-64435,https://m.media-amazon.com/images/I/51fldJ-N7TL.jpg,Gaming,,Blue,No,Wired,Black,
CyberPowerPC Skorpion K2,https://pcpartpicker.com/product/nXYmP6/cyberpowerpc-skorpion-k2-rgb-wired-gaming-keyboard-cpsk302,https://m.media-amazon.com/images/I/41phC+aIGBL.jpg,Gaming,CP Kontact Blue,RGB,No,Wired,Black,82.99
Razer DeathStalker V2 Pro,https://pcpartpicker.com/product/QWFbt6/razer-deathstalker-v2-pro-rgb-wireless-gaming-keyboard-rz03-04360200-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/151078000e8c1f152046bdfe8d4f3bd4.256p.jpg,Gaming,Razer Red Low-Profile Optical Linear,RGB,No,Wireless,Black,149.99
Dell Alienware Pro,https://pcpartpicker.com/product/K9JBD3/dell-alienware-pro-rgb-bluetoothwirelesswired-gaming-keyboard-wr47c,https://m.media-amazon.com/images/I/41flLF8HlwL.jpg,Gaming,Alienware Linear,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black,174.10
Dell Alienware Pro,https://pcpartpicker.com/product/QWDnTW/dell-alienware-pro-rgb-bluetoothwirelesswired-gaming-keyboard-x3v4d,https://m.media-amazon.com/images/I/41B5s9DUlvL.jpg,Gaming,Alienware Linear,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",White,149.99
Razer Blackwidow Ultimate 2013,https://pcpartpicker.com/product/4fw323/razer-keyboard-rz0300381900r3u1,https://m.media-amazon.com/images/I/41WQ2TVcpVL.jpg,Gaming,Cherry MX Blue,Green,No,Wired,Black,
Logitech PRO X 60,https://pcpartpicker.com/product/XjFmP6/logitech-pro-x-60-rgb-bluetoothwirelesswired-mini-keyboard-920-012169,https://m.media-amazon.com/images/I/31JldhdQr+L.jpg,Mini,Logitech GX Red Linear,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",White,138.11
Keychron Q3 Max QMK/VIA,https://pcpartpicker.com/product/JNXV3C/keychron-q3-max-qmkvia-rgb-wirelessbluetoothwired-standard-keyboard-q3m-m3,https://cdna.pcpartpicker.com/static/forever/images/product/9b6acfd2f1a6ba2501df7724c94a2bfa.256p.jpg,Standard,Gateron Jupiter Brown,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black / White,
Keychron K10 Hotswap,https://pcpartpicker.com/product/HFtkcf/keychron-k10-hotswap-rgb-bluetoothwired-standard-keyboard-k10-j1,https://m.media-amazon.com/images/I/31t5lYypoHL.jpg,Standard,Gateron G Pro Red Hot-swappable,RGB,No,"Wired, Bluetooth Wireless",Black / Gray,109.99
SteelSeries Apex 7 TKL Ghost,https://pcpartpicker.com/product/sskqqs/steelseries-apex-7-tkl-ghost-rgb-wired-gaming-keyboard-64656,https://m.media-amazon.com/images/I/41khHCzeouL.jpg,Gaming,SteelSeries QX2 Red,RGB,Yes,Wired,Silver,
be quiet! Light Mount,https://pcpartpicker.com/product/PcMXsY/be-quiet-light-mount-rgb-wired-gaming-keyboard-bt003uk,https://cdna.pcpartpicker.com/static/forever/images/product/db0697aacd6c86c028cfe6a381b42a2b.256p.jpg,Gaming,be quiet! Silent Orange Linear,RGB,No,Wired,Black,
Keychron K2 Plastic,https://pcpartpicker.com/product/BpXJ7P/keychron-k2-plastic-wireless-standard-keyboard-k2-a3,https://cdna.pcpartpicker.com/static/forever/images/product/4d2027b70c4eda50b997c70aa4a61801.256p.jpg,Standard,Gateron G Pro Brown,White,Yes,Wireless,Black / Gray,79.98
Adesso EasyTouch 132,https://pcpartpicker.com/product/2hn2FT/adesso-keyboard-akb132uy,https://m.media-amazon.com/images/I/51X2NElKZjL.jpg,Standard,,None,No,Wired,Black / Yellow,19.98
Logitech Signature K650,https://pcpartpicker.com/product/6QpzK8/logitech-signature-k650-bluetoothwireless-standard-keyboard-920-010908,https://cdna.pcpartpicker.com/static/forever/images/product/6c743ea731ad5252d1c076f157a4e93b.256p.jpg,Standard,,None,No,"Wireless, Bluetooth Wireless",Black,48.98
be quiet! Dark Mount,https://pcpartpicker.com/product/cFXMnQ/be-quiet-dark-mount-rgb-wired-gaming-keyboard-bt002uk,https://cdna.pcpartpicker.com/static/forever/images/product/9e7a3a8e1e57d61078338ffba120d6e2.256p.jpg,Gaming,be quiet! Silent Black Tactile,RGB,No,Wired,Black,
Logitech G Pro,https://pcpartpicker.com/product/QPWrxr/logitech-g-pro-wired-gaming-keyboard-920-008290,https://m.media-amazon.com/images/I/31wcDPt8-6L.jpg,Gaming,Romer-G Tactile,RGB,Yes,Wired,Black,
Adesso Multimedia Desktop Keyboard,https://pcpartpicker.com/product/Lpfp99/adesso-keyboard-akb132ub,https://cdna.pcpartpicker.com/static/forever/images/product/d21a8748e99292bfd5443aad23519150.256p.jpg,Standard,,None,No,Wired,Black,26.78
Logitech G413 SE,https://pcpartpicker.com/product/rsD7YJ/logitech-g413-se-wired-gaming-keyboard-920-010444,https://cdna.pcpartpicker.com/static/forever/images/product/e1e20aa0bfafaba89d3dabe727efaad0.256p.jpg,Gaming,Kailh LT Brown,White,Yes,Wired,Black,
Redragon S102,https://pcpartpicker.com/product/tVcMnQ/redragon-s102-wired-gaming-keyboard-with-optical-mouse-s102,https://cdna.pcpartpicker.com/static/forever/images/product/2334bccef43c700620de9b5ca0569d64.256p.jpg,Gaming,,Multicolor,No,Wired,Black / Red,
Ducky Ducky One 2 SF RGB,https://pcpartpicker.com/product/BHLwrH/ducky-ducky-one-2-sf-rgb-wired-gaming-keyboard-dkon1967st-auspdazt1,https://m.media-amazon.com/images/I/41o6fCSkrsL.jpg,Gaming,Cherry MX Black,RGB,Yes,Wired,Black,99.00
Keychron K2 Plastic,https://pcpartpicker.com/product/bQpzK8/keychron-k2-plastic-rgb-wireless-standard-keyboard-k2-b1,https://cdna.pcpartpicker.com/static/forever/images/product/efe882d44bc20334a1416552d892df52.256p.jpg,Standard,Gateron G Pro Red,RGB,Yes,Wireless,Black / Gray,89.99
Logitech G513 Carbon,https://pcpartpicker.com/product/NyLwrH/logitech-g513-carbon-rgb-wired-gaming-keyboard-920-009322,https://cdna.pcpartpicker.com/static/forever/images/product/2d813703ea1324a2bda17ddbaa9b19c0.256p.jpg,Gaming,GX Brown,RGB,No,Wired,Black,
Logitech G515 LIGHTSPEED,https://pcpartpicker.com/product/n8DQzy/logitech-g515-lightspeed-rgb-wirelessbluetoothwired-gaming-keyboard-920-012542,https://cdna.pcpartpicker.com/static/forever/images/product/221287a0e8226eda19a394236bbbea98.256p.jpg,Gaming,GL Tactile V2,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black,
RK Royal Kludge RK61,https://pcpartpicker.com/product/WyQKHx/rk-royal-kludge-rk61-bluetoothwirelesswired-mini-keyboard-078396023,/static/forever/img/no-image.png,Mini,RK Brown,White,Yes,"Wired, Wireless, Bluetooth Wireless",White,39.97
Corsair K65 PRO MINI,https://pcpartpicker.com/product/rBFmP6/corsair-k65-pro-mini-rgb-gaming-keyboard-ch-91a401a-na,https://cdna.pcpartpicker.com/static/forever/images/product/501b25a67323b63c50401b22cea753de.256p.jpg,Gaming,Corsair OPX,RGB,Yes,,Black,109.99
Corsair K55 CORE RGB,https://pcpartpicker.com/product/dR88TW/corsair-k55-core-rgb-rgb-wired-gaming-keyboard-ch-9226c65-fr,https://cdna.pcpartpicker.com/static/forever/images/product/17d9f3913e840d0000425c33f8f1cdd2.256p.jpg,Gaming,,RGB,No,Wired,Black,
Keychron K10 QMK V2 Hotswap,https://pcpartpicker.com/product/F3BFf7/keychron-k10-qmk-v2-hotswap-rgb-bluetoothwired-standard-keyboard-k10x-j1,https://cdna.pcpartpicker.com/static/forever/images/product/4b46a2897f11200df5381f4f0c20277b.256p.jpg,Standard,Keychron Super Red,RGB,No,"Wired, Bluetooth Wireless",Black,
Logitech MX KEYS S,https://pcpartpicker.com/product/Xdqrxr/logitech-mx-keys-s-wirelesswiredbluetooth-standard-keyboard-920-011559,https://cdna.pcpartpicker.com/static/forever/images/product/b850515aa91f5e1bbf333541026b1136.256p.jpg,Standard,,None,No,"Wired, Wireless, Bluetooth Wireless",White,115.00
Keychron K2 V2 Aluminum,https://pcpartpicker.com/product/rBM48d/keychron-k2-v2-aluminum-rgb-wireless-standard-keyboard-k2-c2,https://cdna.pcpartpicker.com/static/forever/images/product/e4c7ce1b69434bdf02b03d73586b064c.256p.jpg,Standard,Gateron G Pro Blue,RGB,Yes,Wireless,Black / Gray,89.99
Logitech G713,https://pcpartpicker.com/product/rQrRsY/logitech-g713-rgb-wired-gaming-keyboard-920-010642,https://cdna.pcpartpicker.com/static/forever/images/product/93c81709de833ead92c1f7ce83e1917c.256p.jpg,Gaming,GX Blue,RGB,Yes,Wired,White,92.19
Razer BlackWidow V4 Low-Profile HyperSpeed,https://pcpartpicker.com/product/cCVfrH/razer-blackwidow-v4-low-profile-hyperspeed-rgb-bluetoothwirelesswired-gaming-keyboard-rz03-05271600-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/00e1233a040efd10f5214040edea1225.256p.jpg,Gaming,Razer Yellow Low-Profile Linear,RGB,No,"Wired, Wireless, Bluetooth Wireless",Black,199.99
Dell KM300C,https://pcpartpicker.com/product/zVstt6/dell-km300c-wired-standard-keyboard-with-optical-mouse-dell-km300c-us,https://m.media-amazon.com/images/I/31CXWC2DRBL.jpg,Standard,,None,No,Wired,Black,21.70
SteelSeries Apex 3,https://pcpartpicker.com/product/Gyrqqs/steelseries-apex-3-rgb-wired-gaming-keyboard-64836,https://cdna.pcpartpicker.com/static/forever/images/product/b2bbe60e7a445626750b51bea7a86e7d.256p.jpg,Gaming,,RGB,Yes,Wired,Black,
Keychron K5 Max,https://pcpartpicker.com/product/QVhv6h/keychron-k5-max-rgb-bluetoothwirelesswired-standard-keyboard-k5m-b1,https://m.media-amazon.com/images/I/31GTqEV8kgL.jpg,Standard,Gateron Low-Profile Red,RGB,No,"Wired, Wireless, Bluetooth Wireless",Black / Gray,
Razer BlackWidow V4 Low-Profile HyperSpeed,https://pcpartpicker.com/product/CmHp99/razer-blackwidow-v4-low-profile-hyperspeed-rgb-bluetoothwirelesswired-gaming-keyboard-rz03-05270900-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/de92bcbaf6b390fc9bb525ba01b68a68.256p.jpg,Gaming,Razer Orange Low-Profile Tactile,RGB,No,"Wired, Wireless, Bluetooth Wireless",Black,195.00
Corsair K70 RGB PRO,https://pcpartpicker.com/product/3sxRsY/corsair-k70-rgb-pro-wired-gaming-keyboard-ch-9109412-na,https://cdna.pcpartpicker.com/static/forever/images/product/b5020135fa413eb923c6041a07ef398d.256p.jpg,Gaming,Cherry MX Brown,RGB,No,Wired,Black,
Logitech MK470,https://pcpartpicker.com/product/kPxxFT/logitech-mk470-wirelesswired-slim-keyboard-with-optical-mouse-920-011311,https://cdna.pcpartpicker.com/static/forever/images/product/82793b23e86573a4d7e79fcb9dda1d37.256p.jpg,Slim,,None,No,"Wired, Wireless",Pink / White,29.99
MSI VigorGK30W,https://pcpartpicker.com/product/Wd7G3C/msi-vigorgk30w-rgb-wired-gaming-keyboard-vigorgk30w,https://cdna.pcpartpicker.com/static/forever/images/product/ee9225daabdc56e7ce0507a903d7f9c9.256p.jpg,Gaming,,RGB,No,Wired,White,
Corsair STRAFE RGB MK.2,https://pcpartpicker.com/product/J3dxFT/corsair-strafe-rgb-mk2-wired-gaming-keyboard-ch-9104110-na,https://m.media-amazon.com/images/I/51JwlNeduJL.jpg,Gaming,Cherry MX Red,RGB,No,Wired,,
