Name,URL,Image,Tracking Method,Connection Type,Maximum DPI,Hand Orientation,Color,Price
Razer Naga X,https://pcpartpicker.com/product/ZghFf7/razer-naga-x-wired-optical-mouse-rz01-03590100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/55969ea55c2b09765c261ac25b181aba.256p.jpg,Optical,Wired,18000,Right,Black,
Logitech M170,https://pcpartpicker.com/product/FwWfrH/logitech-m170-wirelesswired-optical-mouse-910-004941,https://cdna.pcpartpicker.com/static/forever/images/product/e58dc79a5536f26052ab671adec56f9b.256p.jpg,Optical,"Wired, Wireless",1000,Both,Red / Black,11.99
SteelSeries Diablo III,https://pcpartpicker.com/product/VDYXsY/steelseries-mouse-62151,https://m.media-amazon.com/images/I/31UF62HjJ8L.jpg,Laser,Wired,5700,Both,Black,
Corsair M65 RGB ELITE,https://pcpartpicker.com/product/ykZFf7/corsair-m65-rgb-elite-wired-optical-mouse-ch-9309011-na,https://cdna.pcpartpicker.com/static/forever/images/product/3ece5106e64716cae7c9023a8bdf8d59.256p.jpg,Optical,Wired,17997,Right,Black,
Asus ROG Keris Wireless EVA Edition,https://pcpartpicker.com/product/yL8bt6/asus-rog-keris-wireless-eva-edition-wired-optical-mouse-90mp02s0-bmaa00,https://cdna.pcpartpicker.com/static/forever/images/product/ad9401e96d9e27c42986361ae31c9e5f.256p.jpg,Optical,Wired,,Both,Black / Purple,
Logitech G Pro X Superlight,https://pcpartpicker.com/product/DL6p99/logitech-g-pro-x-superlight-wireless-optical-mouse-910-006782,https://cdna.pcpartpicker.com/static/forever/images/product/542a3096628553b5d55d79c3e6db1124.256p.jpg,Optical,Wireless,25400,Right,Red,
Asus ROG Chakram X,https://pcpartpicker.com/product/YDn9TW/asus-rog-chakram-x-wiredwirelessbluetooth-optical-mouse-p708-rog-chakram-x,https://cdna.pcpartpicker.com/static/forever/images/product/92b21a58cbd392a469a079679860e9d2.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",36000,Right,Black,
Endgame Gear XM2 8k Dark Frost,https://pcpartpicker.com/product/DhDQzy/endgame-gear-xm2-8k-dark-frost-wired-optical-mouse-egg-xm2-8k-df,https://cdna.pcpartpicker.com/static/forever/images/product/96c79d39f5e30a51e9fd80ee49858228.256p.jpg,Optical,Wired,26000,Right,Black / Gray,49.99
Dell Alienware AW610M,https://pcpartpicker.com/product/FD2j4D/dell-alienware-aw610m-wired-optical-mouse-4ttx5,https://m.media-amazon.com/images/I/31GMYwtrSWL.jpg,Optical,Wired,16000,Right,Black,69.00
Corsair M75 Cyberpunk 2077: Arasaka Edition,https://pcpartpicker.com/product/t7JBD3/corsair-m75-cyberpunk-2077-arasaka-edition-bluetoothwireless-optical-mouse-ch-931db1l-na,https://cdna.pcpartpicker.com/static/forever/images/product/c6251c1148eeaba5d266224cbb53fa0c.256p.jpg,Optical,"Wireless, Bluetooth Wireless",26000,Both,Black / Red,
Corsair M75 RGB,https://pcpartpicker.com/product/B6BFf7/corsair-m75-rgb-bluetoothwireless-optical-mouse-ch-931d01g-na,https://cdna.pcpartpicker.com/static/forever/images/product/d9ac5517c490c02add172a469dcd1a50.256p.jpg,Optical,"Wireless, Bluetooth Wireless",26000,Both,White / Blue,117.35
Logitech G303 SHROUD EDITION,https://pcpartpicker.com/product/PpJgXL/logitech-g303-shroud-edition-wireless-optical-mouse-910-006103,https://cdna.pcpartpicker.com/static/forever/images/product/24d9f29129e65af8aa4188f3f0a7371b.256p.jpg,Optical,Wireless,25000,Right,Black,
Asus ROG Strix Impact III,https://pcpartpicker.com/product/G3zhP6/asus-rog-strix-impact-iii-wired-optical-mouse-90mp0300-bmua00,https://cdna.pcpartpicker.com/static/forever/images/product/b9fc3eb340dfabdd41888e1e2f8d94e7.256p.jpg,Optical,Wired,12000,Right,Black,54.99
Logitech M170,https://pcpartpicker.com/product/2VGhP6/logitech-m170-wirelesswired-optical-mouse-910-006862,https://cdna.pcpartpicker.com/static/forever/images/product/49f089935900dfb04edfebd5a98c16a9.256p.jpg,Optical,"Wired, Wireless",1000,Both,Pink,11.99
Perixx PERIMICE-517,https://pcpartpicker.com/product/cy6p99/perixx-perimice-517-wired-trackball-perimice-517,https://cdna.pcpartpicker.com/static/forever/images/product/5bdd4661968bc345a9b83aa8c55e52f9.256p.jpg,Trackball,Wired,1000,Left,Black,27.99
Pulsar X2H eS,https://pcpartpicker.com/product/k8wmP6/pulsar-x2h-es-wirelesswired-optical-mouse-px2hes21,/static/forever/img/no-image.png,Optical,"Wired, Wireless",26000,Right,Black / Red,129.99
MCHOSE M7 Ultra,https://pcpartpicker.com/product/7qdMnQ/mchose-m7-ultra-wiredwirelessbluetooth-optical-mouse-mc-m7-9,/static/forever/img/no-image.png,Optical,"Wired, Wireless, Bluetooth Wireless",42000,Right,Black,
Adesso HC-3003US,https://pcpartpicker.com/product/PwsKHx/adesso-mouse-hc3003us,https://cdna.pcpartpicker.com/static/forever/images/product/b83adf5ed91833b102a3c58a8d0b0d7f.256p.jpg,Optical,Wired,1000,Both,Black,7.99
Belkin F5M010QBLK,https://pcpartpicker.com/product/DjTmP6/belkin-mouse-f5m010qblk,https://cdna.pcpartpicker.com/static/forever/images/product/6e9cffe7622ada1138f947d23f1d2d09.256p.jpg,Optical,Wired,800,Both,Black,7.99
Rude Gamewear Fierce,https://pcpartpicker.com/product/69g323/rude-gamewear-mouse-rude230,https://m.media-amazon.com/images/I/41KQb2C4D8L.jpg,Laser,Wired,5000,Both,Black,18.98
Zalman GM3,https://pcpartpicker.com/product/WbBv6h/zalman-mouse-gm3,https://m.media-amazon.com/images/I/31ke93qQtoL.jpg,Laser,Wired,8200,Right,Black / Silver,12.99
MSI CLUTCH GM51,https://pcpartpicker.com/product/9Khv6h/msi-clutch-gm51-wirelesswired-optical-mouse-clutch-gm51-lightweight-wireless,/static/forever/img/no-image.png,Optical,"Wired, Wireless",26000,Right,Black,96.89
Logitech LIFT,https://pcpartpicker.com/product/dgWzK8/logitech-lift-bluetoothwireless-optical-mouse-910-006472,https://cdna.pcpartpicker.com/static/forever/images/product/7321328784922164c4591468859a7a84.256p.jpg,Optical,"Wireless, Bluetooth Wireless",4000,Right,Pink,59.99
NZXT Lift 2 Ergo,https://pcpartpicker.com/product/HxKscf/nzxt-lift-2-ergo-wired-optical-mouse-ms-001nw-02,https://cdna.pcpartpicker.com/static/forever/images/product/ab8bf546fd585878ee2df4a0cef2a621.256p.jpg,Optical,Wired,26000,Right,White,
Genius DX 110,https://pcpartpicker.com/product/BpH48d/genius-mouse-31010116100,https://cdna.pcpartpicker.com/static/forever/images/product/80142accd6687d55432db0c52830406c.256p.jpg,Optical,Wired,1000,Both,Black,10.15
SteelSeries Rival 310,https://pcpartpicker.com/product/qVM323/steelseries-rival-310-wired-optical-mouse-62433,https://cdna.pcpartpicker.com/static/forever/images/product/f87c2e5e4cefbe8756376e9340557440.256p.jpg,Optical,Wired,12000,Right,Black,
ROCCAT Kain 200 Aimo RGB,https://pcpartpicker.com/product/Fq9tt6/roccat-kain-200-aimo-rgb-wireless-optical-mouse-roc-11-615-bk,https://cdna.pcpartpicker.com/static/forever/images/product/148426621ea72e9cd1e4868362b354e3.256p.jpg,Optical,Wireless,16000,Right,Black,129.99
Thermaltake Tt eSPORTS Iris Optical RGB HATSUNE MIKU Edition,https://pcpartpicker.com/product/DmCFf7/thermaltake-tt-esports-iris-optical-rgb-hatsune-miku-edition-wired-optical-mouse-mo-irs-wdohbk-09,https://images-na.ssl-images-amazon.com/images/I/414YDXvAHIL.jpg,Optical,Wired,5000,Right,Black,
Tempest MS100 Paladin,https://pcpartpicker.com/product/3Cwypg/tempest-ms100-paladin-wired-optical-mouse-tp-gms-ms100,https://cdna.pcpartpicker.com/static/forever/images/product/47036040468e270cf5670abe3fcd13cb.256p.jpg,Optical,Wired,16000,Both,Black / Red,
ROCCAT KONE Pro,https://pcpartpicker.com/product/dkWzK8/roccat-kone-pro-wired-optical-mouse-roc-11-400-01,https://cdna.pcpartpicker.com/static/forever/images/product/5022ff4463ceffaec947af091ed294ee.256p.jpg,Optical,Wired,19000,Right,Black,
ROCCAT Kone XP Air,https://pcpartpicker.com/product/dscgXL/roccat-kone-xp-air-bluetoothwirelesswired-optical-mouse-roc-11-446-01,https://m.media-amazon.com/images/I/31BTh9vRGjL.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",19000,Right,White,
Pulsar X2H Mini,https://pcpartpicker.com/product/mW88TW/pulsar-x2h-mini-bluetoothwirelesswired-optical-mouse-px2h11,https://cdna.pcpartpicker.com/static/forever/images/product/655d81e3cb703f6bb687e4f1d0cd4c6a.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Black,
Dell Alienware AW610M,https://pcpartpicker.com/product/3YTFf7/dell-alienware-aw610m-wired-optical-mouse-k8r66,https://cdna.pcpartpicker.com/static/forever/images/product/932ec565fb357a08c39b0f25ae47a809.256p.jpg,Optical,Wired,16000,Right,White / Black,69.00
MSI VERSA WIRELESS MLG EDITION,https://pcpartpicker.com/product/zTTFf7/msi-versa-wireless-mlg-edition-bluetoothwirelesswired-optical-mouse-versa-wireless-mlg-edition,https://cdna.pcpartpicker.com/static/forever/images/product/94505d94845b61f3dd3949a4e201ea3c.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Red,64.99
Corsair Scimitar Elite SE,https://pcpartpicker.com/product/tYXMnQ/corsair-scimitar-elite-se-bluetoothwireless-optical-mouse-ch-9314415-ww,https://cdna.pcpartpicker.com/static/forever/images/product/5d6b2e931e44c5e665ce79c123591007.256p.jpg,Optical,"Wireless, Bluetooth Wireless",33000,Right,Black / Yellow,99.99
Corsair KATAR ELITE,https://pcpartpicker.com/product/GP2WGX/corsair-katar-elite-wirelessbluetoothwired-optical-mouse-ch-931c111-na,https://cdna.pcpartpicker.com/static/forever/images/product/f10451c285ddfbb33fb2c803d08e1210.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Black,69.98
Corsair M75,https://pcpartpicker.com/product/r4QKHx/corsair-m75-wired-optical-mouse-ch-930d010-na,https://cdna.pcpartpicker.com/static/forever/images/product/601d5dc3584bb548838e111dcd68c23b.256p.jpg,Optical,Wired,26000,Both,Black,59.99
Razer DeathAdder,https://pcpartpicker.com/product/njFPxr/razer-mouse-rz0100151700w1m1,https://m.media-amazon.com/images/I/41DUhPq3hML.jpg,Laser,Wired,3500,Left,Black,149.99
Mad Catz The Authentic R.A.T 8+,https://pcpartpicker.com/product/FWHRsY/mad-catz-the-authentic-rat-8-wired-optical-mouse-mr05dcambl00,https://cdna.pcpartpicker.com/static/forever/images/product/f5992de220ad1ae571bca69f15738bd3.256p.jpg,Optical,Wired,16000,Right,Black,99.99
Logitech G203 Prodigy,https://pcpartpicker.com/product/jCQRsY/logitech-g203-prodigy-wired-optical-mouse-910-004842,https://m.media-amazon.com/images/I/21r94zVSYjL.jpg,Optical,Wired,6000,Right,Black,55.83
Asus TUF Gaming M3,https://pcpartpicker.com/product/9dytt6/asus-tuf-gaming-m3-wired-optical-mouse-tuf-gaming-m3,https://cdna.pcpartpicker.com/static/forever/images/product/8bfceabbacf615b7b5f0cd2b6a88f47c.256p.jpg,Optical,Wired,7000,Right,Black,
Logitech Signature M650 L,https://pcpartpicker.com/product/XthFf7/logitech-signature-m650-l-bluetoothwirelesswired-optical-mouse-910-006234,https://cdna.pcpartpicker.com/static/forever/images/product/269f6f5c749b209197516f4d62e251fd.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Left,Black,33.99
Endgame Gear XM2 8k,https://pcpartpicker.com/product/CgTZxr/endgame-gear-xm2-8k-wired-optical-mouse-egg-xm2-8k-wht,https://cdna.pcpartpicker.com/static/forever/images/product/3ad4dd7f890555ec46f5e3938513f518.256p.jpg,Optical,Wired,26000,Right,White,49.99
Verbatim Wireless Multi-Trac Blue LED Optical Mouse,https://pcpartpicker.com/product/JY3RsY/verbatim-mouse-97993,https://cdna.pcpartpicker.com/static/forever/images/product/972719c977b95a5fbdbfd52a2587645f.256p.jpg,Optical,Wireless,,Right,Blue / Black,15.49
Cherry MC 1000,https://pcpartpicker.com/product/w7wypg/cherry-mc-1000-wired-optical-mouse-jm-0800-0,https://cdna.pcpartpicker.com/static/forever/images/product/2333dfd5b27280747f295045811c90af.256p.jpg,Optical,Wired,1200,Both,Gray,16.25
Ergoguys CST Kidtrack,https://pcpartpicker.com/product/Q7xfrH/ergoguys-mouse-cst1350,https://m.media-amazon.com/images/I/41SNhBmo8FL.jpg,Trackball,Wired,,Both,White,
Rosewill RGM-300,https://pcpartpicker.com/product/nBw323/rosewill-mouse-rgm300,https://cdna.pcpartpicker.com/static/forever/images/product/b9ae110d7028fcbba353ef3ecfcc512e.256p.jpg,Optical,Wired,1000,Right,Black,
Logitech T650,https://pcpartpicker.com/product/3yYXsY/logitech-mouse-910003057,https://m.media-amazon.com/images/I/21a3+uX2LEL.jpg,Touchpad,Wireless,,Both,Silver,222.73
HP HyperX Pulsefire Surge,https://pcpartpicker.com/product/zrPKHx/hp-hyperx-pulsefire-surge-wired-optical-mouse-hx-mc002b,https://cdna.pcpartpicker.com/static/forever/images/product/00e769353f0709a4be734e1d29450dcb.256p.jpg,Optical,Wired,16000,Right,Black,
BenQ Zowie EC2-B,https://pcpartpicker.com/product/6KdxFT/benq-zowie-ec2-b-wired-optical-mouse-ec2-b,https://m.media-amazon.com/images/I/319v6mCjjVL.jpg,Optical,Wired,3200,Right,Black,
Adesso iMouse S8R,https://pcpartpicker.com/product/nkYLrH/adesso-imouse-s8r-wired-optical-mouse-imouse-s8r,https://cdna.pcpartpicker.com/static/forever/images/product/88f9e1d97e8e89ee8b861f5e902f641a.256p.jpg,Optical,Wired,1600,Both,Red / Black,9.99
Adesso iMouse S50,https://pcpartpicker.com/product/JvBTwP/adesso-imouse-s50-wireless-optical-mouse-imouses50,https://cdna.pcpartpicker.com/static/forever/images/product/786e99f104ce65c0cfc1c63a1a338899.256p.jpg,Optical,Wireless,1200,Both,Black,11.97
Razer Basilisk Ultimate,https://pcpartpicker.com/product/h4gQzy/razer-basilisk-ultimate-wireless-optical-mouse-rz01-03170100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/61eb5935b25d0e35424629b707f22c03.256p.jpg,Optical,Wireless,20000,Right,Black,
Gigabyte AORUS M5,https://pcpartpicker.com/product/4crYcf/gigabyte-aorus-m5-wired-optical-mouse-gm-aorus-m5,https://cdna.pcpartpicker.com/static/forever/images/product/29199c247cc59afd2e9a6825c6df98f2.256p.jpg,Optical,Wired,16000,Right,Black,69.98
Asus ROG GLADIUS II ORIGIN PNK LTD,https://pcpartpicker.com/product/zrNgXL/asus-rog-gladius-ii-origin-pnk-ltd-wired-optical-mouse-p504-rog-gladius-ii-origin-pnk,https://m.media-amazon.com/images/I/31NJi8MIBYL.jpg,Optical,Wired,12000,Right,Pink / White,140.00
ROCCAT Burst Pro,https://pcpartpicker.com/product/CxRYcf/roccat-burst-pro-wired-optical-mouse-roc-11-747,https://m.media-amazon.com/images/I/31euJ9HMK3L.jpg,Optical,Wired,16000,Right,Black,
Glorious Model O-,https://pcpartpicker.com/product/dL7scf/glorious-model-o-wiredwireless-optical-mouse-glo-ms-omw-mw,https://m.media-amazon.com/images/I/41lFMOZt-9L.jpg,Optical,"Wired, Wireless",19000,Right,White,
Acer Predator Cestus 335 PMW120,https://pcpartpicker.com/product/PVddnQ/acer-predator-cestus-335-pmw120-wired-optical-mouse-gpmce1101q,https://cdna.pcpartpicker.com/static/forever/images/product/5a420e7667d51a1b0cd1a1436c5f0a3c.256p.jpg,Optical,Wired,19000,Right,Black,
HP 265A9AA,https://pcpartpicker.com/product/wMn9TW/hp-265a9aa-wired-optical-mouse-265a9aa,https://cdna.pcpartpicker.com/static/forever/images/product/b6fa06df8fb8e5f90c264bc96282071a.256p.jpg,Optical,Wired,1200,Both,Black,9.94
Endgame Gear OP1 8k,https://pcpartpicker.com/product/TZYRsY/endgame-gear-op1-8k-wired-optical-mouse-egg-op1-8k-wht,https://cdna.pcpartpicker.com/static/forever/images/product/366d523e85a6361b39e0dfc5845fb4b5.256p.jpg,Optical,Wired,26000,Right,White,
Pwnage Stormbreaker,https://pcpartpicker.com/product/ZWWJ7P/pwnage-stormbreaker-wiredwireless-optical-mouse-mag-s-b,https://m.media-amazon.com/images/I/41d1yCn21YL.jpg,Optical,"Wired, Wireless",26000,Right,Black,
BenQ Zowie FK2-DW,https://pcpartpicker.com/product/44nXsY/benq-zowie-fk2-dw-wireless-optical-mouse-fk2-dw,https://m.media-amazon.com/images/I/316Ti0zBsfL.jpg,Optical,Wireless,3200,Right,Black / Red,149.99
SteelSeries Prime Mini,https://pcpartpicker.com/product/DTkWGX/steelseries-prime-mini-wiredwireless-optical-mouse-62426,https://cdna.pcpartpicker.com/static/forever/images/product/4caed2248eb518fc542e47df99f2256d.256p.jpg,Optical,"Wired, Wireless",18000,Right,Black,32.97
Asus ROG Keris AimPoint,https://pcpartpicker.com/product/GcfxFT/asus-rog-keris-aimpoint-wirelessbluetoothwired-optical-mouse-90mp02v0-bmaa10,https://cdna.pcpartpicker.com/static/forever/images/product/0359e0622f832e4643e6d2d949b82cc1.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",36000,Right,White,72.78
A4Tech D-312,https://pcpartpicker.com/product/dzQypg/a4tech-mouse-d312,https://cdna.pcpartpicker.com/static/forever/images/product/e2052c2cc498aa39ae8226c2958b5727.med.256p.jpg,Optical,Wired,1000,Both,Black,12.99
Kensington Pro Fit Full-Size Mouse,https://pcpartpicker.com/product/3WX2FT/kensington-mouse-72369,https://cdna.pcpartpicker.com/static/forever/images/product/db9843f16a018f4f5cafd2254e6a304f.256p.jpg,Optical,Wired,2400,Right,Black,28.98
Logitech G Pro,https://pcpartpicker.com/product/9cH48d/logitech-g-pro-wired-optical-mouse-910-004855,https://cdna.pcpartpicker.com/static/forever/images/product/797a4699088ae5e5a2a7bbd81cdc0c06.256p.jpg,Optical,Wired,12000,Right,Black,
Logitech Signature M650,https://pcpartpicker.com/product/hNM48d/logitech-signature-m650-bluetoothwirelesswired-optical-mouse-910-006252,https://cdna.pcpartpicker.com/static/forever/images/product/62c9cf476c33da2663ceb3178efa3575.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Right,White,27.06
Razer Naga 2014 Left-Handed Edition,https://pcpartpicker.com/product/77mLrH/razer-mouse-rz0101050100r3m1,https://m.media-amazon.com/images/I/416w2D+aw7L.jpg,Laser,Wired,8200,Left,Black,159.94
Razer Pro Click,https://pcpartpicker.com/product/TFGbt6/razer-pro-click-wireless-optical-mouse-rz01-02990100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/1b374169922b092243b8ec55f0e51f2b.256p.jpg,Optical,Wireless,16000,Right,White,75.00
MSI CLUTCH,https://pcpartpicker.com/product/zvmmP6/msi-clutch-gm41-lightweight-wireless-wireless-optical-mouse-clutch-gm41-lightweight-wireless,https://cdna.pcpartpicker.com/static/forever/images/product/81dadedd43d2a87a7fa0751d2008dce4.256p.jpg,Optical,Wireless,6400,Right,Black,70.00
Cobra Mazer Type-L,https://pcpartpicker.com/product/7cdqqs/cobra-mouse-ems144bk,https://m.media-amazon.com/images/I/41hAdJwsNnL.jpg,Optical,Wired,3500,Right,Black,
Dell MS116,https://pcpartpicker.com/product/rFGj4D/dell-mouse-15vvh,https://cdna.pcpartpicker.com/static/forever/images/product/abeccb0e55e9d89692d366f4e3038a66.256p.jpg,Optical,Wired,1000,Both,Black,14.99
Logitech PRO Wireless,https://pcpartpicker.com/product/WPNv6h/logitech-pro-wireless-wireless-optical-mouse-910-005272,https://m.media-amazon.com/images/I/41DB+fd73LL.jpg,Optical,Wireless,25600,Both,Black,
Adesso IMOUSE X1,https://pcpartpicker.com/product/FVVD4D/adesso-imouse-x1-wired-optical-mouse-imouse-x1,https://cdna.pcpartpicker.com/static/forever/images/product/e77b1de8a5f35f50e55f4c8dca6a040e.256p.jpg,Optical,Wired,3200,Right,Silver / Black,11.99
Logitech ERGO M575,https://pcpartpicker.com/product/GtjNnQ/logitech-ergo-m575-bluetoothwirelesswired-optical-mouse-910-005867,https://cdna.pcpartpicker.com/static/forever/images/product/4b028f06f338e0bb1aa7596c51627174.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",2000,Right,Gray / Blue,44.99
SteelSeries Prime Wireless,https://pcpartpicker.com/product/h98bt6/steelseries-prime-wireless-wireless-optical-mouse-62593,https://cdna.pcpartpicker.com/static/forever/images/product/2387570f4abf2b48c7e17fdb6ba4aca5.256p.jpg,Optical,Wireless,18000,Right,Black,
Keychron M3 Mini,https://pcpartpicker.com/product/pppQzy/keychron-m3-mini-wiredwirelessbluetooth-optical-mouse-m3m-a3,https://m.media-amazon.com/images/I/31VyCLjjOgL.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,White,49.99
HP 240,https://pcpartpicker.com/product/R2M48d/hp-240-bluetooth-optical-mouse-3v0g9aaaba,https://cdna.pcpartpicker.com/static/forever/images/product/23a85b695c042e41acc9ad4ab4a54203.256p.jpg,Optical,Bluetooth Wireless,1600,Both,Black,15.99
Endgame Gear XM2w 4k,https://pcpartpicker.com/product/jJVfrH/endgame-gear-xm2w-4k-wireless-optical-mouse-egg-xm2w-4k-df,https://cdna.pcpartpicker.com/static/forever/images/product/b10440ce378ef46332d3e29036dce67b.256p.jpg,Optical,Wireless,26000,Right,Black / Gray,49.99
MCHOSE AX5 Pro Max,https://pcpartpicker.com/product/rXfV3C/mchose-ax5-pro-max-wiredwirelessbluetooth-optical-mouse-ax5-10a,https://cdna.pcpartpicker.com/static/forever/images/product/b7e06a6459c78160566eef14447da9ce.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Black,
