Name,URL,Image,Type,Frequency Response,Microphone,Wireless,Enclosure Type,Color,Price
Philips LFH2236/00,https://pcpartpicker.com/product/NWg323/philips-headphones-lfh223600,https://cdna.pcpartpicker.com/static/forever/images/product/ea040b8b6e3e37b944993d6c82f06c67.256p.jpg,Supra-aural,18 Hz - 20 kHz,No,No,Closed,Black / Silver,29.99
Philips SHE2100BL28,https://pcpartpicker.com/product/QHXfrH/philips-headphones-she2100bn28,https://m.media-amazon.com/images/I/41yuZXWj0uL.jpg,Earbud,12 Hz - 22 kHz,No,No,Closed,Black,14.99
Koss PortaPro,https://pcpartpicker.com/product/TfNp99/koss-headphones-155491,https://cdna.pcpartpicker.com/static/forever/images/product/056198eb39cb106bed97cb3416aeba2a.256p.jpg,Supra-aural,15 Hz - 25 kHz,No,No,Open,Black / Blue,
AKG K3003i,https://pcpartpicker.com/product/zrdqqs/akg-headphones-k3003i,https://cdna.pcpartpicker.com/static/forever/images/product/28f1a5723a823954bc82dc66078c79ea.med.256p.jpg,In Ear,10 Hz - 30 kHz,No,No,Closed,Black / Silver,
Harman Kardon JBLQSONWHT,https://pcpartpicker.com/product/YRDwrH/harman-kardon-headphones-jblqsonwht,/static/forever/img/no-image.png,Supra-aural,,Yes,No,Closed,White / Red,
A4Tech HU-111,https://pcpartpicker.com/product/pDPfrH/a4tech-headphones-hu111,https://cdna.pcpartpicker.com/static/forever/images/product/5b0d585f98ee8b273bddd0741f8ba68f.med.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,
Cyber Acoustics AC-201,https://pcpartpicker.com/product/6PR48d/cyber-acoustics-headphones-ac201,https://cdna.pcpartpicker.com/static/forever/images/product/ada4cb27d97a01670d71c9d00750b5f1.256p.jpg,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,Black / Silver,
Cyber Acoustics AC-840,https://pcpartpicker.com/product/TVMFf7/cyber-acoustics-headphones-ac840,https://cdna.pcpartpicker.com/static/forever/images/product/f91d78d014cae045f36600ccc05bd6f4.256p.jpg,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,Black / Silver,16.98
Panasonic RP-DJS400-Z,https://pcpartpicker.com/product/qj6BD3/panasonic-headphones-rpdjs400z,https://m.media-amazon.com/images/I/41Ug2blyI9L.jpg,Supra-aural,10 Hz - 27 kHz,No,No,Closed,White / Pink,
Shure SRH840,https://pcpartpicker.com/product/FHPfrH/shure-headphones-srh840,https://cdna.pcpartpicker.com/static/forever/images/product/a062e392dc902af7fe59d0cc1f0069ad.256p.jpg,Circumaural,5 Hz - 25 kHz,No,No,Closed,Black,
Yamaha RH5MA,https://pcpartpicker.com/product/LwLypg/yamaha-headphones-rh5ma,https://m.media-amazon.com/images/I/41LAbkpBqjL.jpg,Supra-aural,20 Hz - 20 kHz,No,No,Closed,Black,
Razer Kraken,https://pcpartpicker.com/product/pWNp99/razer-headphones-rz1200870200r3u1,https://m.media-amazon.com/images/I/31XpLtgmQwL.jpg,Circumaural,20 Hz - 20 kHz,No,No,Closed,Black,
Yamaha CM500,https://pcpartpicker.com/product/GnPfrH/yamaha-headphones-cm500,https://cdna.pcpartpicker.com/static/forever/images/product/67dd61fd0d826e72d5dca0f74c178616.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,84.95
Panasonic RP-HC720-K,https://pcpartpicker.com/product/gQmLrH/panasonic-headphones-rphc720k,https://m.media-amazon.com/images/I/41A6+ZKjYfL.jpg,Circumaural,10 Hz - 30 kHz,No,No,Closed,Black,
Panasonic RP-HV096-K,https://pcpartpicker.com/product/zr4gXL/panasonic-headphones-rphv096k,https://cdna.pcpartpicker.com/static/forever/images/product/311c768bc0575210e4ddadcc8aef8111.256p.jpg,Earbud,,No,No,Closed,Black,
Skullcandy S2SBDY-210,https://pcpartpicker.com/product/FkxfrH/skullcandy-headphones-s2sbdy210,https://images-na.ssl-images-amazon.com/images/I/31N8XWWwTwL.jpg,In Ear,18 Hz - 20 kHz,Yes,No,Closed,White / Purple,
Koss PLUG,https://pcpartpicker.com/product/pnYXsY/koss-headphones-plug,https://m.media-amazon.com/images/I/318tagjiOyL.jpg,In Ear,,No,No,Closed,Black / Silver,19.99
Koss QZ9922,https://pcpartpicker.com/product/BdK7YJ/koss-headphones-qz9922,https://cdna.pcpartpicker.com/static/forever/images/product/9d9deb61671e3ebea55620041b5c1e4d.med.256p.jpg,Circumaural,40 Hz - 20 kHz,No,No,Closed,Black / Silver,
Koss SB40,https://pcpartpicker.com/product/MQXfrH/koss-headphones-sb40,https://cdna.pcpartpicker.com/static/forever/images/product/7a0882769058d3689f03667d21ce0c2c.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,34.00
Koss SB45,https://pcpartpicker.com/product/XNK7YJ/koss-headphones-sb45,https://images-na.ssl-images-amazon.com/images/I/41AHiv9%2BgVL.jpg,Circumaural,18 Hz - 20 kHz,Yes,No,Closed,Black / White,32.40
Samsung EHS60ANNBE,https://pcpartpicker.com/product/kzJwrH/samsung-headphones-ehs60annbe,https://cdna.pcpartpicker.com/static/forever/images/product/cca75024023802bdeabcd5dbc6d62af7.256p.jpg,Earbud,,No,No,Closed,Black / Silver,
Syba CL-AUD63032,https://pcpartpicker.com/product/kR2kcf/syba-headphones-claud63032,https://m.media-amazon.com/images/I/41SgoWgMDOL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,White / Purple,19.95
Philips SHE2648/27,https://pcpartpicker.com/product/4BXfrH/philips-headphones-she264827,https://cdna.pcpartpicker.com/static/forever/images/product/ef765b4526c2beba21e6e82dab2d62b0.med.256p.jpg,Earbud,12 Hz - 22 kHz,No,No,Closed,Pink / White,
Pyle Audio PWPE10W,https://pcpartpicker.com/product/VRrG3C/pyle-audio-headphones-pwpe10w,https://cdna.pcpartpicker.com/static/forever/images/product/75e0ab63053ea29f0df94f4c405dbe1b.256p.jpg,In Ear,20 Hz - 20 kHz,No,No,Closed,Transparent,20.14
Beyerdynamic T 90,https://pcpartpicker.com/product/HPR48d/beyerdynamic-headphones-t90,https://m.media-amazon.com/images/I/414yJHUi9bL.jpg,Circumaural,5 Hz - 40 kHz,No,No,Open,Black / Silver,
Koss KSC21,https://pcpartpicker.com/product/kJYXsY/koss-headphones-ksc21,https://m.media-amazon.com/images/I/41cAnjnhi9L.jpg,Supra-aural,50 Hz - 18 kHz,No,No,Closed,Black / Silver,
Koss SB45 USB,https://pcpartpicker.com/product/fs9KHx/koss-headphones-sb45usb,https://cdna.pcpartpicker.com/static/forever/images/product/851dd48a2573de913b1862c925064cd1.256p.jpg,Circumaural,18 Hz - 20 kHz,Yes,No,Closed,Black / Silver,37.99
Koss UR/10,https://pcpartpicker.com/product/DtPfrH/koss-headphones-ur10,https://cdna.pcpartpicker.com/static/forever/images/product/bea6a3614d56d7448d79ee0f3f12ba49.256p.jpg,Supra-aural,60 Hz - 20 kHz,No,No,Closed,Black / Silver,
Razer Hammerhead,https://pcpartpicker.com/product/FzqdnQ/razer-headphones-rz1200910100r3m1,https://m.media-amazon.com/images/I/41SFYWbCuRL.jpg,In Ear,20 Hz - 20 kHz,No,No,Closed,Black / Green,
SteelSeries Siberia v2,https://pcpartpicker.com/product/Xx4gXL/steelseries-headphones-51100,https://m.media-amazon.com/images/I/41X9LTqe+tL.jpg,Circumaural,10 Hz - 28 kHz,Yes,No,Closed,Black / White,
SteelSeries 5Hv3,https://pcpartpicker.com/product/4ptCmG/steelseries-headphones-61031,https://m.media-amazon.com/images/I/312dMl1AsQL.jpg,Circumaural,16 Hz - 28 kHz,Yes,No,Closed,Black / Red,119.00
Philips SHB9100RD,https://pcpartpicker.com/product/mCjG3C/philips-headphones-shb9100rd,https://m.media-amazon.com/images/I/41ahOdUM-QL.jpg,Supra-aural,18 Hz - 21 kHz,No,Yes,Closed,Black / Red,
Sony MH410C/W,https://pcpartpicker.com/product/THw323/sony-headphones-mh410cw,/static/forever/img/no-image.png,Earbud,100 Hz - 16 kHz,No,No,Closed,White,
Shure SE535,https://pcpartpicker.com/product/7PjG3C/shure-headphones-70700007,https://cdna.pcpartpicker.com/static/forever/images/product/0049f7ecf0071b7929f6959f7e9b4577.med.256p.jpg,In Ear,18 Hz - 19 kHz,No,No,Closed,Brown / Black,
Sony MDR-V150,https://pcpartpicker.com/product/Yz2kcf/sony-headphones-mdrv150,https://cdna.pcpartpicker.com/static/forever/images/product/c82c24a21c562bae3f8001df6f81a96c.256p.jpg,Supra-aural,18 Hz - 22 kHz,No,No,Closed,Black,
Creative Labs EVO ZxR,https://pcpartpicker.com/product/Qc2kcf/creative-labs-headphones-70gh025000002,https://m.media-amazon.com/images/I/518c36VbbRL.jpg,Circumaural,,Yes,Yes,Closed,Black / Red,
Sennheiser PC 350,https://pcpartpicker.com/product/gkFPxr/sennheiser-headphones-502141,/static/forever/img/no-image.png,Circumaural,10 Hz - 26 kHz,Yes,No,Closed,Black / Silver,
Sakar International Teenage Mutant Ninja Turtles Kids Friendly ,https://pcpartpicker.com/product/c36BD3/sakar-international-headphones-16037541,https://cdna.pcpartpicker.com/static/forever/images/product/dfd81696deefd654ca66f8ed8c161369.med.256p.jpg,Circumaural,,No,No,Closed,Green / Blue,
Razer Kraken Forged,https://pcpartpicker.com/product/FwNp99/razer-headphones-rz1301080100r3m1,https://m.media-amazon.com/images/I/31uj8BlgB3L.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Silver,109.99
Adesso Xtream H3W,https://pcpartpicker.com/product/WqxfrH/adesso-headphones-xtreamh3w,https://images-na.ssl-images-amazon.com/images/I/41at15RRAeL.jpg,Circumaural,100 Hz - 20 kHz,No,Yes,Closed,Black / White,
Philips SHL5305BK/28,https://pcpartpicker.com/product/kfYXsY/philips-headphones-shl5305bk28,/static/forever/img/no-image.png,Supra-aural,18 kHz - 21.6 kHz,Yes,No,Closed,Black,
V-MODA CROSSFADE M-100 BLACK,https://pcpartpicker.com/product/GRjG3C/v-moda-headphones-m100umblackm,https://cdna.pcpartpicker.com/static/forever/images/product/67d98d9f65e87f527dc544686126715c.256p.jpg,Circumaural,5 Hz - 30 kHz,No,No,Closed,Black,
Sennheiser GAME ONE,https://pcpartpicker.com/product/vZn2FT/sennheiser-headphones-g4meone,/static/forever/img/no-image.png,Circumaural,15 Hz - 28 kHz,Yes,No,Open,Black / Red,
Sennheiser GAME ZERO,https://pcpartpicker.com/product/hj8Zxr/sennheiser-headphones-g4mezero,https://m.media-amazon.com/images/I/41mo7-7jUFL.jpg,Circumaural,10 Hz - 26 kHz,Yes,No,Open,Black / White,
Sennheiser IE 80,https://pcpartpicker.com/product/yRfp99/sennheiser-headphones-504771,/static/forever/img/no-image.png,In Ear,10 Hz - 20 kHz,No,No,Closed,Black / Silver,
Razer Kraken Neon,https://pcpartpicker.com/product/WwrcCJ/razer-headphones-rz1200870100r3u1,https://m.media-amazon.com/images/I/41XJSMrPmsL.jpg,Circumaural,20 Hz - 20 kHz,No,No,Closed,Black / Green,
Razer KRAKEN 7.1 CHROMA,https://pcpartpicker.com/product/6Rs8TW/razer-headphones-rz0401250100r3u1,https://m.media-amazon.com/images/I/41gWapi5TzL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Multicolor,
Sennheiser M2 IEi,https://pcpartpicker.com/product/mBmxFT/sennheiser-headphones-m2iei,/static/forever/img/no-image.png,In Ear,15 Hz - 22 kHz,Yes,No,Closed,Black / Red,
Creative Labs Tactic3D Rage Wireless V2.0,https://pcpartpicker.com/product/Z6hj4D/creative-labs-headphones-70gh022000003,https://m.media-amazon.com/images/I/417YxTUhioL.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Red,
Plantronics GAMECOM COMMANDER,https://pcpartpicker.com/product/vnTrxr/plantronics-headphones-8822741,/static/forever/img/no-image.png,Circumaural,,Yes,No,Closed,Black,
Thermaltake Cronos Team DK Edition,https://pcpartpicker.com/product/RH98TW/thermaltake-headphones-htcroanoewhen,https://m.media-amazon.com/images/I/41bH+WHjUOL.jpg,Circumaural,,Yes,No,Closed,White,
Turtle Beach Call of Duty: Ghosts Ear Force Spectre,https://pcpartpicker.com/product/mgX2FT/turtle-beach-headphones-tbs420802,https://m.media-amazon.com/images/I/41E76puVWpL.jpg,Circumaural,,Yes,No,Closed,Black / White,
Turtle Beach Z60,https://pcpartpicker.com/product/JbtWGX/turtle-beach-headphones-tbs602001,https://m.media-amazon.com/images/I/51Lq8MovHSL.jpg,Circumaural,,Yes,No,Closed,Black / Red,
Sennheiser URBANITE XL WIRELESS,https://pcpartpicker.com/product/MLkwrH/sennheiser-headphones-urbanitexlwireless,/static/forever/img/no-image.png,Circumaural,,Yes,Yes,Closed,Black / White,
Philips X2/27 Fidelio,https://pcpartpicker.com/product/9vVBD3/philips-headphones-x227,https://m.media-amazon.com/images/I/513WOUWwmrL.jpg,Circumaural,5 Hz - 40 kHz,No,No,Open,Black,
TAKSTAR HI-2050,https://pcpartpicker.com/product/zBbkcf/takstar-headphones-hi2050,/static/forever/img/no-image.png,Circumaural,15 Hz - 25 kHz,No,No,Open,Black / Silver,
AKG K553 PRO,https://pcpartpicker.com/product/QNqbt6/akg-headphones-3280h00010,https://cdna.pcpartpicker.com/static/forever/images/product/d04a219c05f7d4437f0231d63e7a9f96.256p.jpg,Circumaural,20 Hz - 20 kHz,No,No,Closed,Black,169.00
Audio-Technica ATH-AG1,https://pcpartpicker.com/product/Yjp323/audio-technica-headphones-athag1,https://m.media-amazon.com/images/I/41lmDrbkt9L.jpg,Circumaural,5 Hz - 35 kHz,Yes,No,Closed,Black / Gold,
Cyber Acoustics AC-8001,https://pcpartpicker.com/product/2r7CmG/cyber-acoustics-headphones-ac8001,https://m.media-amazon.com/images/I/31WffgCWjvL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Silver,19.98
MSI DS502,https://pcpartpicker.com/product/6Wbkcf/msi-headphones-ds502,https://cdna.pcpartpicker.com/static/forever/images/product/41a48b6304291d916e4a7058ff10eb8c.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,
ROCCAT ANALOG,https://pcpartpicker.com/product/RnnG3C/roccat-headphones-roc14900,https://cdna.pcpartpicker.com/static/forever/images/product/b697d973e9a73aeff45ab0c5c393c176.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,
Sennheiser RS 185,https://pcpartpicker.com/product/9qs8TW/sennheiser-headphones-rs185,https://m.media-amazon.com/images/I/4108aimNk2L.jpg,Circumaural,17 Hz - 22 kHz,No,Yes,Closed,Black / Silver,
Thermaltake SHOCK 3D 7.1,https://pcpartpicker.com/product/Y9Wrxr/thermaltake-headphones-htrsodiecbk13,https://m.media-amazon.com/images/I/41tFEPxwVvL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,
HP HyperX Cloud Core,https://pcpartpicker.com/product/6vWrxr/hp-hyperx-cloud-core-headset-khx-hscc-bk,https://m.media-amazon.com/images/I/41miOJanI2L.jpg,Circumaural,15 Hz - 25 kHz,Yes,No,Closed,Black / Red,
Asus STRIX 7.1,https://pcpartpicker.com/product/T8Jkcf/asus-headphones-strix71,https://cdna.pcpartpicker.com/static/forever/images/product/5e6314695972865984bf1b61346862c7.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Orange,
G.Skill RIPJAWS SV710,https://pcpartpicker.com/product/Qp8H99/gskill-headphones-ripjawssv710,https://images-na.ssl-images-amazon.com/images/I/419bpn0g9oL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,
Naztech i9BT,https://pcpartpicker.com/product/fsL7YJ/naztech-i9bt-headset-i9bt,https://m.media-amazon.com/images/I/5158U3pbW2L.jpg,Circumaural,,Yes,Yes,Closed,Black / Silver,
Status Audio CB-1,https://pcpartpicker.com/product/FfyxFT/status-audio-cb-1-headphones-cb-1,https://m.media-amazon.com/images/I/41k3oVDI2GL.jpg,Circumaural,15 Hz - 30 kHz,No,No,Closed,Black / Gold,
Audio-Technica ATH-ADG1X,https://pcpartpicker.com/product/Lshj4D/audio-technica-ath-adg1x-headset-ath-adg1x,https://cdna.pcpartpicker.com/static/forever/images/product/0010e610431a044f45d3705f1c0d66ec.256p.jpg,Circumaural,5 Hz - 35 kHz,Yes,No,Open,Black / Blue,
Asus ROG Strix Wireless,https://pcpartpicker.com/product/YL98TW/asus-rog-strix-wireless-71-channel-headset-strix-wireless,https://cdna.pcpartpicker.com/static/forever/images/product/5ba3e2086709cfdb736c1b788bd3f429.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Red,
Sennheiser HD 598 CS,https://pcpartpicker.com/product/4PcMnQ/sennheiser-hd-598-cs-headphones-hd-598-cs,https://m.media-amazon.com/images/I/41wvhACbhBL.jpg,Circumaural,10 Hz - 28 kHz,No,No,Closed,Black / Silver,
SteelSeries Siberia 350 (Black/Orange),https://pcpartpicker.com/product/2Ms8TW/steelseries-siberia-350-blackorange-71-channel-headset-51202,https://cdna.pcpartpicker.com/static/forever/images/product/8d56aa5a18e4b1fee21b1219a5d3408f.256p.jpg,Circumaural,20 Hz - 28 kHz,Yes,No,Closed,Black / Orange,
Corsair VOID,https://pcpartpicker.com/product/hZwqqs/corsair-void-71-channel-headset-ca-9011145-na,https://m.media-amazon.com/images/I/41luAwkqXoL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,White / Black,
Creative Labs Sound BlasterX H3,https://pcpartpicker.com/product/jTnG3C/creative-labs-sound-blasterx-h3-headset-sound-blasterx-h3,/static/forever/img/no-image.png,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,
Corsair VOID PRO RGB (White/Black),https://pcpartpicker.com/product/FYyxFT/corsair-void-pro-rgb-whiteblack-71-channel-headset-ca-9011153-na,https://m.media-amazon.com/images/I/41Zgw7Sr4iL.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,White / Black,
Corsair VOID PRO RGB USB (White/Black),https://pcpartpicker.com/product/RqKhP6/corsair-void-pro-rgb-usb-whiteblack-71-channel-headset-ca-9011155-na,https://m.media-amazon.com/images/I/41fxEmfsgsL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,White / Black,
Sennheiser GSP 350,https://pcpartpicker.com/product/4Cm323/sennheiser-gsp-350-71-channel-headset-507081,https://m.media-amazon.com/images/I/41eFdbzo95L.jpg,Circumaural,15 Hz - 26 kHz,Yes,No,Closed,Black / Red,
Corsair HS50,https://pcpartpicker.com/product/xqsmP6/corsair-hs50-headset-ca-9011170-na,https://m.media-amazon.com/images/I/411GsB59cbL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Gray,
Monoprice Monolith M560,https://pcpartpicker.com/product/9wVD4D/monoprice-monolith-m560-headphones-116051,https://m.media-amazon.com/images/I/41e1vc5EViL.jpg,Circumaural,16 Hz - 40 kHz,No,No,Closed,Black / Brown,
Panasonic RP-HJE125-Y,https://pcpartpicker.com/product/VfHRsY/panasonic-rp-hje125-y-earbud-rp-hje125-y,https://m.media-amazon.com/images/I/31fgRR7CAPL.jpg,Earbud,,No,No,Closed,Yellow,
LyxPro HAS-30,https://pcpartpicker.com/product/NV448d/lyxpro-has-30-headphones-has-30,https://m.media-amazon.com/images/I/41p4rLHE7IL.jpg,Circumaural,15 Hz - 26 kHz,No,No,Closed,Black,59.99
Corsair HS70,https://pcpartpicker.com/product/kY22FT/corsair-hs70-71-channel-headset-ca-9011175-na,https://images-na.ssl-images-amazon.com/images/I/31ekuNs1NOL.jpg,Circumaural,,Yes,Yes,Closed,Black,
Sony MDRXB550AP/L,https://pcpartpicker.com/product/gzgzK8/sony-mdrxb550apl-headset-mdrxb550apl,https://cdna.pcpartpicker.com/static/forever/images/product/eb69419454912db3e3d6413553c0094c.256p.jpg,Supra-aural,5 Hz - 22 kHz,Yes,No,Closed,Blue,
Logitech G433 (Black),https://pcpartpicker.com/product/WxMwrH/logitech-g433-black-71-channel-headset-981-000668,https://cdna.pcpartpicker.com/static/forever/images/product/55987fa1cc3a42a4cb80c81d54180b1e.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Open,Black,
Cooler Master MH751,https://pcpartpicker.com/product/cjVD4D/cooler-master-mh751-headset-mh-751,https://cdna.pcpartpicker.com/static/forever/images/product/492c7a205f5943b5e278f67b28f4264d.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Silver,
Cooler Master MH752,https://pcpartpicker.com/product/sxJtt6/cooler-master-mh752-71-channel-headset-mh-752,https://cdna.pcpartpicker.com/static/forever/images/product/acabcb97b73c9fc1dca448bf059d2ace.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Silver,
HP HyperX Cloud Alpha Cloud 9 Edition,https://pcpartpicker.com/product/6HMwrH/hp-hyperx-cloud-alpha-cloud-9-edition-headset-hx-hscac9-bl,https://m.media-amazon.com/images/I/41CyfFltXTL.jpg,Circumaural,13 Hz - 27 kHz,Yes,No,Closed,Black / Blue,
Corsair HS60,https://pcpartpicker.com/product/spc48d/corsair-hs60-71-channel-headset-ca-9011174-na,https://cdna.pcpartpicker.com/static/forever/images/product/024bca1cdd4d9663de95dc51489d00b0.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / White,
SHARKOON SKILLER SGH1,https://pcpartpicker.com/product/zhhKHx/sharkoon-skiller-sgh1-headset-skiller-sgh1,https://m.media-amazon.com/images/I/41oxMIikvEL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,
Audeze Mobius,https://pcpartpicker.com/product/W366Mp/audeze-mobius-71-channel-headset-200-mb-1119-02,https://cdna.pcpartpicker.com/static/forever/images/product/7a0d3457072f07c4a49ba2c231ad83b6.256p.jpg,Circumaural,10 Hz - 50 kHz,Yes,Yes,Closed,Blue / Black,
Audeze Mobius,https://pcpartpicker.com/product/bhWfrH/audeze-mobius-71-channel-headset-200-mb-1119-01,https://cdna.pcpartpicker.com/static/forever/images/product/588fbddcb84429068c887fd84640c95b.256p.jpg,Circumaural,10 Hz - 50 kHz,Yes,Yes,Closed,Black,
House of Marley Buffalo Soldier,https://pcpartpicker.com/product/nb448d/house-of-marley-buffalo-soldier-headset-em-jh091-ms,https://m.media-amazon.com/images/I/41R53+vGLaL.jpg,Supra-aural,,Yes,Yes,Closed,Beige / Black,
Adesso Xtream G4,https://pcpartpicker.com/product/YVVD4D/adesso-xtream-g4-71-channel-headset-xtream-g4,https://cdna.pcpartpicker.com/static/forever/images/product/a470febaec3d4b83358a5e319623bdc0.256p.jpg,Circumaural,20 Hz - 2 kHz,Yes,No,Closed,Black / Silver,
ADATA XPG EMIX H20,https://pcpartpicker.com/product/JRTzK8/adata-xpg-emix-h20-71-channel-headset-emix-h20,https://cdna.pcpartpicker.com/static/forever/images/product/0e05605e2cc657b881f686524a7603ee.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,
Corsair HS35,https://pcpartpicker.com/product/bzK2FT/corsair-hs35-headset-ca-9011195-na,https://cdna.pcpartpicker.com/static/forever/images/product/16f136b12c44ae2f3e5e185b7571fc59.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,
Asus TUF Gaming H5,https://pcpartpicker.com/product/B2PKHx/asus-tuf-gaming-h5-71-channel-headset-tuf-gaming-h5,https://cdna.pcpartpicker.com/static/forever/images/product/118764ca8d3bf1092c330a3535650a74.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Gold,
Corsair HS45 SURROUND,https://pcpartpicker.com/product/LGLwrH/corsair-hs45-surround-71-channel-headset-ca-9011220-na,https://m.media-amazon.com/images/I/413ppt8y28L.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,
Corsair VOID RGB ELITE,https://pcpartpicker.com/product/MsLwrH/corsair-void-rgb-elite-71-channel-headset-ca-9011204-na,https://m.media-amazon.com/images/I/41KAlodo3VL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,White,
Corsair HS70 PRO,https://pcpartpicker.com/product/cwcRsY/corsair-hs70-pro-71-channel-headset-ca-9011210-na,https://m.media-amazon.com/images/I/41QxxdBEOEL.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Beige,
HP OMEN Mindframe,https://pcpartpicker.com/product/grvqqs/hp-omen-mindframe-71-channel-headset-3xt27aaabl,https://cdna.pcpartpicker.com/static/forever/images/product/a94f09f773328c3b4436fb44aaeb7430.256p.jpg,Circumaural,,Yes,No,Closed,Black / Red,
